year,round_id,school_id,school_name,bracket,p
2017,1,739,"Villanova","{1,1,1,1,1,1,1,1}",1.0
2017,1,450,"Mt. St. Marys","{2,2,1,1,1,1,1,1}",1.0
2017,1,474,"New Orleans","{3,2,1,1,1,1,1,1}",1.0
2017,1,796,"Wisconsin","{4,3,2,1,1,1,1,1}",1.0
2017,1,742,"Virginia Tech","{5,4,2,1,1,1,1,1}",1.0
2017,1,746,"Virginia","{6,5,3,2,1,1,1,1}",1.0
2017,1,460,"UNC Wilmington","{7,6,3,2,1,1,1,1}",1.0
2017,1,235,"Florida","{8,7,4,2,1,1,1,1}",1.0
2017,1,198,"East Tenn. St.","{9,8,4,2,1,1,1,1}",1.0
2017,1,663,"SMU","{10,9,5,3,2,1,1,1}",1.0
2017,1,556,"Providence","{11,10,5,3,2,1,1,1}",1.0
2017,1,657,"Southern California","{12,10,5,3,2,1,1,1}",1.0
2017,1,51,"Baylor","{13,11,6,3,2,1,1,1}",1.0
2017,1,472,"New Mexico St.","{14,12,6,3,2,1,1,1}",1.0
2017,1,648,"South Carolina","{15,13,7,4,2,1,1,1}",1.0
2017,1,387,"Marquette","{16,14,7,4,2,1,1,1}",1.0
2017,1,193,"Duke","{17,15,8,4,2,1,1,1}",1.0
2017,1,716,"Troy","{18,16,8,4,2,1,1,1}",1.0
2017,1,260,"Gonzaga","{19,17,9,5,3,2,1,1}",1.0
2017,1,649,"South Dakota St.","{20,18,9,5,3,2,1,1}",1.0
2017,1,509,"Northwestern","{21,19,10,5,3,2,1,1}",1.0
2017,1,736,"Vanderbilt","{22,20,10,5,3,2,1,1}",1.0
2017,1,513,"Notre Dame","{23,21,11,6,3,2,1,1}",1.0
2017,1,554,"Princeton","{24,22,11,6,3,2,1,1}",1.0
2017,1,768,"West Virginia","{25,23,12,6,3,2,1,1}",1.0
2017,1,83,"Bucknell","{26,24,12,6,3,2,1,1}",1.0
2017,1,392,"Maryland","{27,25,13,7,4,2,1,1}",1.0
2017,1,812,"Xavier","{28,26,13,7,4,2,1,1}",1.0
2017,1,234,"Florida St.","{29,27,14,7,4,2,1,1}",1.0
2017,1,28755,"Fla. Gulf Coast","{30,28,14,7,4,2,1,1}",1.0
2017,1,610,"St. Marys (CA)","{31,29,15,8,4,2,1,1}",1.0
2017,1,740,"VCU","{32,30,15,8,4,2,1,1}",1.0
2017,1,29,"Arizona","{33,31,16,8,4,2,1,1}",1.0
2017,1,494,"North Dakota","{34,32,16,8,4,2,1,1}",1.0
2017,1,328,"Kansas","{35,33,17,9,5,3,2,1}",1.0
2017,1,489,"N.C. Central","{36,34,17,9,5,3,2,1}",1.0
2017,1,108,"UC Davis","{37,34,17,9,5,3,2,1}",1.0
2017,1,415,"Miami (FL)","{38,35,18,9,5,3,2,1}",1.0
2017,1,416,"Michigan St.","{39,36,18,9,5,3,2,1}",1.0
2017,1,311,"Iowa St.","{40,37,19,10,5,3,2,1}",1.0
2017,1,466,"Nevada","{41,38,19,10,5,3,2,1}",1.0
2017,1,559,"Purdue","{42,39,20,10,5,3,2,1}",1.0
2017,1,738,"Vermont","{43,40,20,10,5,3,2,1}",1.0
2017,1,169,"Creighton","{44,41,21,11,6,3,2,1}",1.0
2017,1,572,"Rhode Island","{45,42,21,11,6,3,2,1}",1.0
2017,1,529,"Oregon","{46,43,22,11,6,3,2,1}",1.0
2017,1,310,"Iona","{47,44,22,11,6,3,2,1}",1.0
2017,1,418,"Michigan","{48,45,23,12,6,3,2,1}",1.0
2017,1,521,"Oklahoma St.","{49,46,23,12,6,3,2,1}",1.0
2017,1,367,"Louisville","{50,47,24,12,6,3,2,1}",1.0
2017,1,315,"Jacksonville St.","{51,48,24,12,6,3,2,1}",1.0
2017,1,457,"North Carolina","{52,49,25,13,7,4,2,1}",1.0
2017,1,699,"Texas Southern","{53,50,25,13,7,4,2,1}",1.0
2017,1,31,"Arkansas","{54,51,26,13,7,4,2,1}",1.0
2017,1,635,"Seton Hall","{55,52,26,13,7,4,2,1}",1.0
2017,1,428,"Minnesota","{56,53,27,14,7,4,2,1}",1.0
2017,1,419,"Middle Tenn.","{57,54,27,14,7,4,2,1}",1.0
2017,1,87,"Butler","{58,55,28,14,7,4,2,1}",1.0
2017,1,792,"Winthrop","{59,56,28,14,7,4,2,1}",1.0
2017,1,140,"Cincinnati","{60,57,29,15,8,4,2,1}",1.0
2017,1,327,"Kansas St.","{61,58,29,15,8,4,2,1}",1.0
2017,1,749,"Wake Forest","{62,58,29,15,8,4,2,1}",1.0
2017,1,110,"UCLA","{63,59,30,15,8,4,2,1}",1.0
2017,1,331,"Kent St.","{64,60,30,15,8,4,2,1}",1.0
2017,1,175,"Dayton","{65,61,31,16,8,4,2,1}",1.0
2017,1,782,"Wichita St.","{66,62,31,16,8,4,2,1}",1.0
2017,1,334,"Kentucky","{67,63,32,16,8,4,2,1}",1.0
2017,1,505,"Northern Ky.","{68,64,32,16,8,4,2,1}",1.0
