team_name,team_predicted_p,team_moneyline,team_implied_p,team_kelly,opponent_name,opponent_predicted_p,opponent_moneyline,opponent_implied_p,opponent_kelly
Notre Dame,0.762,-295.0,0.747,0.060,Princeton,0.238,254.0,0.282,-0.062
