year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	position	height	class_year	games_played	games_started
2015	12020	26172	A&M-Corpus Chris	01	1289295.0	Ali, Hameed	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1289295.0	G	6-2	Sr	2	0
2015	12020	26172	A&M-Corpus Chris	04	1620841.0	Amin, Ehab	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620841.0	G	6-3	Fr	32	5
2015	12020	26172	A&M-Corpus Chris	15	1620842.0	Bloom, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620842.0	G	6-4	Fr	2	0
2015	12020	26172	A&M-Corpus Chris	11	1402236.0	Currie, Jelani	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402236.0	G	6-4	Jr	32	9
2015	12020	26172	A&M-Corpus Chris	23	1510030.0	Douvier, Bryce	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510030.0	F	6-7	Jr	33	29
2015	12020	26172	A&M-Corpus Chris	33	1640426.0	Engulu, Joel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1640426.0	""	-	N/A	1	0
2015	12020	26172	A&M-Corpus Chris	34	1402237.0	Francis, Dale	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402237.0	F	6-9	Jr	29	10
2015	12020	26172	A&M-Corpus Chris	10	1289299.0	Jordan, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1289299.0	G	5-10	Sr	33	33
2015	12020	26172	A&M-Corpus Chris	31	1620843.0	Juricek, Viktor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620843.0	F	6-11	Jr	28	0
2015	12020	26172	A&M-Corpus Chris	03	1620844.0	Kilgore, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620844.0	G	6-5	Fr	24	0
2015	12020	26172	A&M-Corpus Chris	02	1402240.0	Martinez, Cole	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402240.0	G	6-2	Jr	27	0
2015	12020	26172	A&M-Corpus Chris	12	1668222.0	Perez, Paul	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1668222.0	G	-	N/A	1	0
2015	12020	26172	A&M-Corpus Chris	00	1402242.0	Pye, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402242.0	G	6-0	Jr	30	28
2015	12020	26172	A&M-Corpus Chris	25	1510028.0	Thomas, Rashawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510028.0	F	6-7	So	32	27
2015	12020	26172	A&M-Corpus Chris	22	1510027.0	Toney, Emmanuel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510027.0	G	6-2	So	33	24
2015	12020	26172	A&M-Corpus Chris	05	1620845.0	Traylor, T.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620845.0	F	6-8	Jr	12	0
2015	12020	2	Abilene Christian	20	1625910.0	Albright, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1625910.0	F	6-7	Fr	20	11
2015	12020	2	Abilene Christian	30	1518581.0	Blakeley, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1518581.0	G	6-0	So	0	0
2015	12020	2	Abilene Christian	12	1508488.0	Cooke, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1508488.0	F	6-7	Jr	31	31
2015	12020	2	Abilene Christian	4	1508485.0	Grant, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1508485.0	G	6-5	So	25	0
2015	12020	2	Abilene Christian	22	1625911.0	Green, Drake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1625911.0	G	6-3	Fr	28	0
2015	12020	2	Abilene Christian	42	1625913.0	Hanson, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1625913.0	G	6-0	Jr	13	0
2015	12020	2	Abilene Christian	11	1508487.0	Hawkins, Harrison	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1508487.0	G	6-0	Sr	31	18
2015	12020	2	Abilene Christian	5	1625907.0	Little, Jalen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1625907.0	G	5-10	Jr	31	30
2015	12020	2	Abilene Christian	02	1625906.0	Maura, K.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1625906.0	G	5-7	Fr	17	0
2015	12020	2	Abilene Christian	14	1508489.0	Milosavljevic, Alexsander	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1508489.0	F	6-9	Sr	21	0
2015	12020	2	Abilene Christian	0	1398871.0	Payne, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1398871.0	F	6-5	Jr	30	17
2015	12020	2	Abilene Christian	33	1625912.0	Porter, Duran	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1625912.0	F	6-8	Jr	31	3
2015	12020	2	Abilene Christian	15		Simmons, Skyler		G	6-2	Fr	0	0
2015	12020	2	Abilene Christian	10	1625908.0	Tripp, Isaiah	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1625908.0	G	6-1	Fr	29	0
2015	12020	2	Abilene Christian	3	1398860.0	Wentz, Parker	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1398860.0	G	5-9	Jr	31	31
2015	12020	2	Abilene Christian	01	1508483.0	Williams, Ladarrien	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1508483.0	G	5-10	Sr	31	14
2015	12020	721	Air Force	25	1514215.0	Broekhuis, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1514215.0	F	6-6	So	9	0
2015	12020	721	Air Force	21	1289838.0	Earls, Delovell	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1289838.0	F	6-6	Sr	19	4
2015	12020	721	Air Force	35	1514218.0	Graham, Hayden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1514218.0	F	6-6	So	30	19
2015	12020	721	Air Force	03	1524665.0	Hammonds, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1524665.0	F	6-6	Sr	25	22
2015	12020	721	Air Force	24	1621052.0	James, Dezmond	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1621052.0	G	6-4	Fr	7	0
2015	12020	721	Air Force	10	1514212.0	Jorgensen, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1514212.0	F	6-6	So	0	0
2015	12020	721	Air Force	5	1514211.0	Kocur, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1514211.0	G	6-3	So	30	15
2015	12020	721	Air Force	40	1621056.0	Leonard, Brendan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1621056.0	C	6-8	Fr	2	0
2015	12020	721	Air Force	31	1621053.0	Lutes, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1621053.0	F	6-7	Fr	4	0
2015	12020	721	Air Force	20	1621051.0	Lyons, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1621051.0	G	6-3	Fr	31	26
2015	12020	721	Air Force	32	1621054.0	Manning, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1621054.0	F	6-6	Fr	28	1
2015	12020	721	Air Force	14		McGraw, Jacob		F	6-5	Fr	0	0
2015	12020	721	Air Force	42	1402458.0	Michael, Ethan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402458.0	F	6-8	Sr	0	0
2015	12020	721	Air Force	41	1402457.0	Moer, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402457.0	C	6-11	Jr	30	0
2015	12020	721	Air Force	13	1621048.0	Mooney, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1621048.0	G	6-3	Fr	29	8
2015	12020	721	Air Force	0	1184501.0	Olesinski, Marek	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1184501.0	F	6-9	Sr	31	31
2015	12020	721	Air Force	2	1621047.0	Siples, CJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1621047.0	G	6-3	Fr	18	1
2015	12020	721	Air Force	33	1621055.0	Toohey, Frank	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1621055.0	C	6-7	Fr	6	0
2015	12020	721	Air Force	11	1514213.0	Tuss, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1514213.0	F	6-8	So	0	0
2015	12020	721	Air Force	15	1621050.0	Van, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1621050.0	G	6-2	Fr	7	0
2015	12020	721	Air Force	4	1289835.0	Williams, Kamryn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1289835.0	F	6-4	Sr	11	11
