year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2015	12020	4	Adrian	3	1629474	Webster, Jamison	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1629474	Sr	G	6-0	25	17	452:00	39	119	32.77	13	45	28.89	37	54	68.52	128	5.12	14	31	45	1.80	28	34	13	 	39	 	 	 
2015	12020	4	Adrian	10	1190842	Gordon, Curtis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1190842	Sr	G	5-11	25	24	700:00	48	153	31.37	20	63	31.75	54	65	83.08	170	6.80	10	54	64	2.56	55	47	35	2	59	 	 	2
2015	12020	4	Adrian	35	1413726	Rodak, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1413726	Jr	F	6-3	25	22	764:00	76	207	36.71	38	108	35.19	24	31	77.42	214	8.56	33	72	105	4.20	34	39	13	12	70	 	 	1
2015	12020	4	Adrian	5	1413728	Jackson, Rickey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1413728	Jr	F	6-3	25	24	773:00	140	318	44.03	47	115	40.87	53	67	79.10	380	15.20	24	102	126	5.04	39	32	35	5	64	2	 	1
2015	12020	4	Adrian	13	1629477	Webster, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1629477	So	F	6-5	25	19	669:00	64	152	42.11	 	1	0.00	65	108	60.19	193	7.72	39	65	104	4.16	20	43	15	9	73	2	 	2
2015	12020	4	Adrian	14	1629478	Lesniak, Joey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1629478	Fr	G	6-4	22	0	204:00	9	39	23.08	3	15	20.00	7	9	77.78	28	1.27	10	15	25	1.14	5	6	4	3	25	 	 	 
2015	12020	4	Adrian	3A	1639787	Horton, Anton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1639787	N/A	""	-	19	2	156:00	12	30	40.00	 	 	""	2	6	33.33	26	1.37	10	18	28	1.47	2	8	7	2	26	 	 	1
2015	12020	4	Adrian	01	1519533	Robertson, Eli	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519533	Jr	G	6-1	19	0	90:00	5	17	29.41	1	10	10.00	2	2	100.00	13	0.68	5	9	14	0.74	1	2	1	 	10	 	 	 
2015	12020	4	Adrian	2	1519536	Swift, Earl	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519536	So	G	6-3	18	0	198:00	23	46	50.00	2	7	28.57	6	10	60.00	54	3.00	12	21	33	1.83	5	7	9	 	13	 	 	 
2015	12020	4	Adrian	4E	1640165	Denham, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1640165	N/A	""	-	18	1	413:00	44	113	38.94	12	47	25.53	9	10	90.00	109	6.06	11	31	42	2.33	19	17	10	1	40	 	 	1
2015	12020	4	Adrian	20	1629479	Roy, Gregory	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1629479	Fr	F	6-3	16	0	113:00	10	25	40.00	2	7	28.57	4	6	66.67	26	1.62	5	13	18	1.12	7	8	1	3	6	 	 	 
2015	12020	4	Adrian	4	1629475	Henry, Ken	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1629475	Fr	F	6-3	15	0	56:00	2	6	33.33	 	 	""	3	10	30.00	7	0.47	5	5	10	0.67	1	2	 	1	12	 	 	 
2015	12020	4	Adrian	50	1427755	Jones, Treston	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1427755	So	G	6-0	11	0	61:00	4	10	40.00	2	4	50.00	1	2	50.00	11	1.00	 	8	8	0.73	3	5	1	 	5	 	 	 
2015	12020	4	Adrian	15	1519537	Tait, Darrius	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519537	So	F	6-4	9	0	30:00	1	3	33.33	 	 	""	 	 	""	2	0.22	1	3	4	0.44	 	3	1	 	6	 	 	 
2015	12020	4	Adrian	32	1629481	Harp, R'Mand	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1629481	Jr	G	6-0	7	1	80:00	9	24	37.50	3	8	37.50	5	7	71.43	26	3.71	1	8	9	1.29	1	4	7	 	11	 	 	 
2015	12020	4	Adrian	2C	1529256	Dennison, Spencer	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1529256	N/A	""	-	6	3	16:00	2	5	40.00	 	2	0.00	 	 	""	4	0.67	2	1	3	0.50	 	3	 	 	4	 	 	 
2015	12020	4	Adrian	30	1294064	Lewis, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1294064	Jr	G	6-2	5	5	139:00	22	49	44.90	3	10	30.00	14	22	63.64	61	12.20	6	21	27	5.40	7	10	13	1	9	 	 	 
2015	12020	4	Adrian	30	1650979	Harris, Da'Quon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1650979	N/A	""	-	4	0	14:00	1	2	50.00	1	2	50.00	 	 	""	3	0.75	 	1	1	0.25	 	 	 	 	1	 	 	 
2015	12020	4	Adrian	24	1629480	Wood, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1629480	Fr	F	6-4	4	0	20:00	 	3	""	 	2	0.00	3	4	75.00	3	0.75	4	3	7	1.75	1	 	 	 	3	 	 	 
2015	12020	4	Adrian	3B	1636898	Hayden, Charles	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1636898	N/A	""	-	3	2	43:00	3	8	37.50	1	2	50.00	2	4	50.00	9	3.00	1	4	5	1.67	1	3	1	 	9	 	 	 
2015	12020	4	Adrian	11	1629476	Stadtfeld, Devon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1629476	Fr	G	6-0	2	0	3:00	 	1	""	 	 	""	 	 	""	 	""	 	 	 	""	 	 	 	 	 	 	 	 
2015	12020	4	Adrian	33	1629482	Barden, Kameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1629482	Fr	G	6-2	1	0	6:00	 	1	""	 	 	""	 	 	""	 	""	2	1	3	3.00	 	 	 	 	 	 	 	 
2015	12020	2798	Albertus Magnus	30	1292011	Larsen, Lemar	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1292011	Sr	F	6-4	30	30	734:00	110	184	59.78	 	1	0.00	124	166	74.70	344	11.47	90	140	230	7.67	25	50	26	19	83	6	 	4
2015	12020	2798	Albertus Magnus	01	1519827	Ljuljdjuraj, Victor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519827	Sr	F	6-8	30	30	953:00	221	393	56.23	12	40	30.00	106	168	63.10	560	18.67	78	257	335	11.17	46	71	46	130	81	22	 	1
2015	12020	2798	Albertus Magnus	23	1519825	Walker, Marcus	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519825	Sr	C	6-6	30	0	260:00	24	51	47.06	 	2	0.00	20	29	68.97	68	2.27	32	38	70	2.33	4	11	6	7	47	 	 	 
2015	12020	2798	Albertus Magnus	02	1519828	Davis, Eian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519828	Sr	G	6-1	30	30	913:00	136	247	55.06	17	52	32.69	89	125	71.20	378	12.60	26	116	142	4.73	215	110	48	13	62	8	1	2
2015	12020	2798	Albertus Magnus	03	1625013	Sledge, Tavon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1625013	Sr	G	5-9	29	26	1001:00	203	401	50.62	34	96	35.42	150	205	73.17	590	20.34	26	76	102	3.52	147	95	57	13	53	2	 	 
2015	12020	2798	Albertus Magnus	34	1625019	Walters, Jaqhawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1625019	Fr	F	6-6	29	0	327:00	46	78	58.97	 	6	0.00	31	56	55.36	123	4.24	34	78	112	3.86	23	25	11	9	43	1	 	 
2015	12020	2798	Albertus Magnus	22	1191166	Sanders, Julian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1191166	Sr	G	6-1	27	13	501:00	70	166	42.17	23	88	26.14	52	82	63.41	215	7.96	13	40	53	1.96	33	23	15	11	47	 	 	1
