game_id	period_id	section_id	team_name	fgm	fga	tpfg	tpfga	ft	fta	pts	orebs	drebs	tot	reb	ast	to	stl	blk	fouls	dq
100062	1st Half	0	Drake	10	30	6	15	2	2	28	5	11	16	8	3	1	0	6
100062	1st Half	1	Indiana St.	14	28	7	12	3	3	38	3	15	18	10	2	1	3	5
100062	2nd Half	0	Drake	13	29	9	15	3	5	38	4	12	16	5	3	1	0	11
100062	2nd Half	1	Indiana St.	11	23	3	9	13	15	38	1	14	15	7	1	2	1	7
100062	Game Stats	0	Drake	23	59	15*	30	5	7	66	9	23	32	13	6	2	0	17
100062	Game Stats	1	Indiana St.	25	51	10	21	16	18	76	4	29	33	17	3	3	4	12
100102	1st Half	0	La Salle	19	39	2	7	9	13	49	12	19	31	9	13	2	2	14
100102	1st Half	1	Duquesne	14	38	6	21	15	21	49	7	10	17	12	6	5	4	10
100102	2nd Half	0	La Salle	11	30	2	6	9	13	33	10	12	22	5	15	1	4	12
100102	2nd Half	1	Duquesne	19	34	3	6	13	17	54	5	11	16	11	4	9	4	9
100102	Game Stats	0	La Salle	30	69	4	13	18	26	82	22	31	53*	14	28*/	3	6	26*
100102	Game Stats	1	Duquesne	33	72	9	27	28*	38*	103	12	21	33	23*	10	14*	8	19
100105	1st Half	0	Siena	15	27	2	4	4	8	36	3	17	20	8	8	3	2	4
100105	1st Half	1	Canisius	11	29	4	12	0	1	26	2	11	13	5	8	2	1	7
100105	2nd Half	0	Siena	16	30	0	3	6	7	38	9	14	23	9	6	1	1	5
100105	2nd Half	1	Canisius	12	33	5	13	2	6	31	8	6	14	7	2	2	3	5
100105	Game Stats	0	Siena	31	57	2	7	10	15	74	12	31	43	17	14	4	3	9
100105	Game Stats	1	Canisius	23	62	9	25	2	7	57	10	17	27	12	10	4	4	12
100106	1st Half	0	New Hampshire	10	30	1	5	8	11	29	6	12	18	4	4	3	1	12
100106	1st Half	1	Vermont	9	23	0	2	13	16	31	4	16	20	4	8	2	3	9
100106	2nd Half	0	New Hampshire	13	27	1	7	8	15	35	8	12	20	3	10	4	1	20
100106	2nd Half	1	Vermont	6	22	3	9	18	28	33	8	9	17	3	10	5	3	14
100106	1st OT	0	New Hampshire	 	 	 	 	 	 	12	 	 	 	 	 	 	 	 
100106	1st OT	1	Vermont	 	 	 	 	 	 	21	 	 	 	 	 	 	 	 
100106	Game Stats	0	Vermont	21	51	3	11	40*/	55*/	85	12	30	42	11	18	8	7	26*
100106	Game Stats	1	New Hampshire	27	69*	2	14	20	32	76	19	26	45	8	15	7	2	38*/
100122	1st Half	0	Loyola Maryland	8	21	2	6	8	14	26	5	7	12	4	9	3	3	8
100122	1st Half	1	Iona	12	22	5	10	11	11	40	3	9	12	8	7	6	2	11
100122	2nd Half	0	Loyola Maryland	8	26	3	8	17	18	36	6	14	20	3	8	5	1	16
100122	2nd Half	1	Iona	8	19	2	4	12	20	30	1	13	14	7	7	1	1	13
100122	Game Stats	0	Loyola Maryland	16	47	5	14	25*	32	62	11	21	32	7	17	8	4	24
100122	Game Stats	1	Iona	20	41	7	14	23	31	70	4	22	26	15	14	7	3	24
100162	1st Half	0	McNeese St.	4	21	0	4	4	6	12	8	7	15	0	9	2	1	8
100162	1st Half	1	Stephen F. Austin	11	20	2	6	1	4	25	3	10	13	8	5	3	0	6
100162	2nd Half	0	McNeese St.	17	32	1	6	9	10	44	8	9	17	6	8	3	2	16
100162	2nd Half	1	Stephen F. Austin	11	17	2	4	20	26	44	1	7	8	8	7	5	1	9
100162	Game Stats	0	McNeese St.	21	53	1	10	13	16	56	16	16	32	6	17	5	3	24
100162	Game Stats	1	Stephen F. Austin	22	37	4	10	21	30	69	4	17	21	16	12	8	1	15
100202	1st Half	0	Memphis	18	30	4	7	6	8	46	2	14	16	8	2	4	1	7
100202	1st Half	1	Tulsa	14	36	0	7	4	9	32	11	11	22	5	5	2	5	9
100202	2nd Half	0	Memphis	13	27	2	7	19	22	47	5	7	12	3	3	4	3	9
100202	2nd Half	1	Tulsa	21	37	4	11	8	8	54	9	9	18	13	6	1	4	15
100202	Game Stats	0	Memphis	31	57	6	14	25	30	93*	7	21	28	11	5	8	4	16
100202	Game Stats	1	Tulsa	35*	73*	4	18	12	17	86	20*	20	40	18	11	3	9	24*
100302	1st Half	0	Toledo	6	19	3	6	2	4	17	1	12	13	5	8	1	1	10
100302	1st Half	1	Central Mich.	7	20	2	8	7	10	23	2	12	14	3	6	5	2	6
100302	2nd Half	0	Toledo	9	23	0	4	11	15	29	4	9	13	5	3	3	0	11
100302	2nd Half	1	Central Mich.	13	27	5	13	9	14	40	7	12	19	7	5	1	2	14
100302	Game Stats	0	Toledo	15	42	3	10	13	19	46	5	21	26	10	11	4	1	21
100302	Game Stats	1	Central Mich.	20	47	7	21	16	24	63	9	24	33	10	11	6	4	20
100342	1st Half	0	VMI	16	48	11	34	3	5	46	12	11	23	8	4	4	3	14
100342	1st Half	1	UNC Asheville	25	40	3	8	11	22	64	10	21	31	15	7	6	2	8
100342	2nd Half	0	VMI	17	37	4	15	13	21	51	8	10	18	5	6	7	4	13
100342	2nd Half	1	UNC Asheville	15	28	0	4	20	23	50	6	13	19	10	10	3	3	12
100342	Game Stats	0	VMI	33	85	15	49	16	26	97	20	21	41	13	10	11	7	27
100342	Game Stats	1	UNC Asheville	40*	68	3	12	31*/	45*/	114*/	16	34	50	25	17	9	5	20
100362	1st Half	0	Mercer	9	29	3	11	16	16	37	6	14	20	5	7	7	1	8
100362	1st Half	1	ETSU	13	30	1	4	7	10	34	6	13	19	6	9	1	4	12
100362	2nd Half	0	Mercer	12	19	4	8	17	24	45	3	12	15	8	12	3	3	13
100362	2nd Half	1	ETSU	16	38	1	6	10	15	43	14	7	21	3	6	6	1	17
100362	Game Stats	0	Mercer	21	48	7	19	33*/	40*	82	9	26	35	13	19	10	4	21
100362	Game Stats	1	ETSU	29	68	2	10	17	25	77	20*	20	40	9	15	7	5	29
100402	1st Half	0	Georgetown	13	27	4	8	2	2	32	5	10	15	9	9	2	1	3
100402	1st Half	1	Rutgers	15	32	3	10	0	0	33	6	9	15	10	5	5	3	2
100402	2nd Half	0	Georgetown	16	30	0	5	4	8	36	8	11	19	4	5	2	3	12
100402	2nd Half	1	Rutgers	11	26	4	8	12	16	38	6	8	14	7	3	3	3	10
100402	Game Stats	0	Rutgers	26	58	7	18	12	16	71	12	17	29	17	8	8	6	12
100402	Game Stats	1	Georgetown	29	57	4	13	6	10	68	13	21	34	13	14	4	4	15
100562	1st Half	0	St. John's (NY)	15	28	7	11	0	2	37	2	10	12	12	7	4	0	10
100562	1st Half	1	Notre Dame	11	22	4	6	8	10	34	2	12	14	5	9	2	1	6
100562	2nd Half	0	St. John's (NY)	9	22	3	9	11	13	32	4	11	15	8	4	2	2	12
100562	2nd Half	1	Notre Dame	9	21	5	11	11	15	34	4	10	14	9	4	2	1	9
100562	Game Stats	0	St. John's (NY)	24	50	10	20	11	15	69	6	21	27	20	11	6	2	22
