game_id	period_id	category	team_value	opponent_value
4231607	1st Half	Time of Possession	665	535
4231607	1st Half	Scoring Time of Possession	189	261
4231607	1st Half	Times Took Lead	1	1
4231607	1st Half	Largest Lead	0	0
4231607	1st Half	Time of Largest Lead	-	-
4231607	1st Half	Bench Pts	11	6
4231607	1st Half	Times Tied Score	2	0
4231607	1st Half	2nd Chance Pts	4	3
4231607	1st Half	Pts off TO	2	8
4231607	1st Half	Fastbreak Pts	""	""
4231607	1st Half	Pts in Paint	""	""
4231607	2nd Half	Time of Possession	559	639
4231607	2nd Half	Scoring Time of Possession	215	302
4231607	2nd Half	Times Took Lead	0	0
4231607	2nd Half	Largest Lead	0	0
4231607	2nd Half	Time of Largest Lead	-	-
4231607	2nd Half	Bench Pts	8	6
4231607	2nd Half	Times Tied Score	0	0
4231607	2nd Half	2nd Chance Pts	4	12
4231607	2nd Half	Pts off TO	5	10
4231607	2nd Half	Fastbreak Pts	""	""
4231607	2nd Half	Pts in Paint	""	""
4231607	Game Stats	Time of Possession	1,174	1,224
4231607	Game Stats	Scoring Time of Possession	563	404
4231607	Game Stats	Times Took Lead	1	1
4231607	Game Stats	Largest Lead	18	1
4231607	Game Stats	Time of Largest Lead		
4231607	Game Stats	Bench Pts	12	19
4231607	Game Stats	Times Tied Score	2	
4231607	Game Stats	2nd Chance Pts	15	8
4231607	Game Stats	Pts off TO	18	7
4231607	Game Stats	Fastbreak Pts		
4231607	Game Stats	Pts in Paint		
4231617	1st Half	Time of Possession	571	621
4231617	1st Half	Scoring Time of Possession	163	328
4231617	1st Half	Times Took Lead	0	1
4231617	1st Half	Largest Lead	0	0
4231617	1st Half	Time of Largest Lead	-	-
4231617	1st Half	Bench Pts	7	35
4231617	1st Half	Times Tied Score	0	0
4231617	1st Half	2nd Chance Pts	0	11
4231617	1st Half	Pts off TO	4	14
4231617	1st Half	Fastbreak Pts	0	10
4231617	1st Half	Pts in Paint	6	28
4231617	2nd Half	Time of Possession	526	674
4231617	2nd Half	Scoring Time of Possession	177	268
4231617	2nd Half	Times Took Lead	0	0
4231617	2nd Half	Largest Lead	0	0
4231617	2nd Half	Time of Largest Lead	-	-
4231617	2nd Half	Bench Pts	12	12
4231617	2nd Half	Times Tied Score	0	0
4231617	2nd Half	2nd Chance Pts	7	2
4231617	2nd Half	Pts off TO	8	2
4231617	2nd Half	Fastbreak Pts	0	0
4231617	2nd Half	Pts in Paint	4	16
4231617	Game Stats	Time of Possession	1,097	1,295
4231617	Game Stats	Scoring Time of Possession	340	596
4231617	Game Stats	Times Took Lead	1	
4231617	Game Stats	Largest Lead	1	36
4231617	Game Stats	Time of Largest Lead		
4231617	Game Stats	Bench Pts	19	47
4231617	Game Stats	Times Tied Score		
4231617	Game Stats	2nd Chance Pts	7	13
4231617	Game Stats	Pts off TO	12	16
4231617	Game Stats	Fastbreak Pts	10	
4231617	Game Stats	Pts in Paint	10	44
4231787	1st Half	Time of Possession	555	645
4231787	1st Half	Scoring Time of Possession	178	410
4231787	1st Half	Times Took Lead	0	1
4231787	1st Half	Largest Lead	0	0
4231787	1st Half	Time of Largest Lead	-	-
4231787	1st Half	Bench Pts	11	7
4231787	1st Half	Times Tied Score	0	0
4231787	1st Half	2nd Chance Pts	2	6
4231787	1st Half	Pts off TO	0	6
4231787	1st Half	Fastbreak Pts	0	6
4231787	1st Half	Pts in Paint	8	26
4231787	2nd Half	Time of Possession	528	662
4231787	2nd Half	Scoring Time of Possession	146	274
4231787	2nd Half	Times Took Lead	0	0
4231787	2nd Half	Largest Lead	0	0
