year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2013	11220	4	Adrian	3	1079568	Barnes, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1079568	Sr	G	5-10	26	26	860:00	112	270	41.48	41	99	41.41	46	57	80.70	311	11.96	18	72	90	3.46	38	61	32	8	58	 	 
2013	11220	4	Adrian	33	1079571	Gallant, Sean	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1079571	Sr	F	6-7	26	26	816:00	82	200	41.00	12	36	33.33	47	70	67.14	223	8.58	62	121	183	7.04	44	57	28	20	56	5	 
2013	11220	4	Adrian	4	1184771	Torey, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1184771	Jr	G	5-8	26	16	561:00	16	65	24.62	6	23	26.09	21	32	65.62	59	2.27	17	38	55	2.12	29	27	23	 	40	 	 
2013	11220	4	Adrian	15	1413728	Jackson, Rickey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1413728	Fr	F	6-3	26	0	335:00	30	83	36.14	7	21	33.33	24	32	75.00	91	3.50	19	32	51	1.96	10	21	10	1	28	 	 
2013	11220	4	Adrian	32	1294064	Lewis, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1294064	So	G	6-2	26	26	813:00	184	385	47.79	16	58	27.59	63	99	63.64	447	17.19	42	100	142	5.46	41	43	65	13	54	3	 
2013	11220	4	Adrian	44	1294066	Meier, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1294066	So	C	6-5	23	23	642:00	84	191	43.98	 	 	""	64	89	71.91	232	10.09	60	98	158	6.87	14	44	10	13	61	3	 
2013	11220	4	Adrian	34	1294065	Hohman, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1294065	So	F	6-5	23	2	206:00	17	38	44.74	 	2	""	4	7	57.14	38	1.65	12	26	38	1.65	 	12	2	4	34	 	 
2013	11220	4	Adrian	2	1413726	Rodak, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1413726	Fr	G	6-3	15	1	320:00	28	68	41.18	16	39	41.03	13	14	92.86	85	5.67	14	30	44	2.93	8	19	9	1	29	 	 
2013	11220	4	Adrian	01	1420155	Stepney, Nathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1420155	N/A	""	-	12	0	89:00	 	9	""	 	2	""	2	4	50.00	2	0.17	1	6	7	0.58	7	8	3	 	12	 	 
2013	11220	4	Adrian	5	1413727	Flemister, Darryl	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1413727	Fr	G	5-10	11	9	251:00	13	57	22.81	 	4	""	23	30	76.67	49	4.45	9	26	35	3.18	24	22	19	1	24	 	 
2013	11220	4	Adrian	11	1427755	Jones, Treston	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1427755	N/A	""	-	10	0	75:00	4	18	22.22	1	10	10.00	2	3	66.67	11	1.10	2	12	14	1.40	4	6	3	 	3	 	 
2013	11220	4	Adrian	22	1419587	Katterman, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1419587	Fr	F	6-6	9	0	40:00	1	3	33.33	 	 	""	2	3	66.67	4	0.44	2	2	4	0.44	 	 	 	 	1	 	 
2013	11220	4	Adrian	1	1413725	Moore, Donovan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1413725	Fr	G	5-9	8	0	48:00	1	4	25.00	 	 	""	2	4	50.00	4	0.50	 	5	5	0.62	4	1	8	 	7	 	 
2013	11220	4	Adrian	25	1423106	Hannah, Jay	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1423106	N/A	""	-	7	0	16:00	 	1	""	 	 	""	 	 	""	 	""	 	1	1	0.14	 	 	 	 	 	 	 
2013	11220	4	Adrian	20	1418330	Romain, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1418330	Sr	G	6-3	6	1	92:00	24	56	42.86	 	2	""	8	10	80.00	56	9.33	3	13	16	2.67	3	7	10	1	9	 	 
2013	11220	4	Adrian	24	1413729	Clay, Sheldon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1413729	Fr	G	6-5	6	0	55:00	1	4	25.00	 	 	""	 	 	""	2	0.33	2	6	8	1.33	 	3	1	 	5	 	 
2013	11220	4	Adrian	10	1425906	Gaston-Rashid, Ameer	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1425906	N/A	""	-	3	0	4:00	 	2	""	 	 	""	 	 	""	 	""	 	 	 	""	 	 	 	 	 	 	 
2013	11220	4	Adrian	21	1415604	Allen, Donald	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1415604	Fr	F	6-4	1	0	2:00	 	1	""	 	 	""	 	 	""	 	""	1	1	2	2.00	 	1	 	 	1	 	 
2013	11220	4	Adrian	17	1415603	Dewberry, Lorenzo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1415603	N/A	C	4-0	1	0	1:00	 	1	""	 	 	""	 	 	""	 	""	 	 	 	""	 	 	 	 	 	 	 
2013	11220	2798	Albertus Magnus	20	1414462	Jennings, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1414462	Fr	G	5-8	29	28	725:00	115	310	37.10	59	165	35.76	62	76	81.58	351	12.10	17	34	51	1.76	56	54	30	 	60	 	 
2013	11220	2798	Albertus Magnus	30	1292011	Larsen, Lemar	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1292011	So	F	6-4	29	28	642:00	77	144	53.47	 	2	""	52	67	77.61	206	7.10	66	134	200	6.90	33	32	23	18	73	5	 
2013	11220	2798	Albertus Magnus	05	1075030	Economopolous, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1075030	Sr	G	5-9	28	1	557:00	53	127	41.73	26	72	36.11	14	20	70.00	146	5.21	12	25	37	1.32	37	23	28	4	52	 	 
2013	11220	2798	Albertus Magnus	25	1184900	Watson, Darius	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1184900	Jr	F	6-5	28	27	934:00	239	439	54.44	48	137	35.04	127	186	68.28	653	23.32	48	127	175	6.25	37	62	18	23	58	4	 
2013	11220	2798	Albertus Magnus	24	1075033	Lora, Jefferson	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1075033	Sr	C	6-8	27	26	569:00	92	199	46.23	1	9	11.11	82	125	65.60	267	9.89	80	116	196	7.26	14	39	29	50	86	3	 
2013	11220	2798	Albertus Magnus	11	1075029	Jackson, Arshad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1075029	Sr	G	5-10	27	26	812:00	117	282	41.49	18	63	28.57	75	99	75.76	327	12.11	34	79	113	4.19	90	77	45	2	46	 	 
2013	11220	2798	Albertus Magnus	50	1075035	Sweeney, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1075035	Sr	F	6-5	27	3	370:00	24	64	37.50	7	14	50.00	18	25	72.00	73	2.70	30	33	63	2.33	11	24	13	10	58	 	 
2013	11220	2798	Albertus Magnus	21	1191353	Dugas, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1191353	Sr	G	6-0	26	0	356:00	26	81	32.10	4	17	23.53	37	45	82.22	93	3.58	10	41	51	1.96	34	19	14	3	44	 	 
2013	11220	2798	Albertus Magnus	10	1415297	Wilson, Marc	http://stats.ncaa.org/player?game_sport_year_ctl_id=11220&stats_player_seq=1415297	Fr	G	6-2	25	0	222:00	30	64	46.88	1	3	33.33	13	17	76.47	74	2.96	16	24	40	1.60	9	15	10	6	34	 	 
