year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2017	12480	26172	A&M-Corpus Christi	03	1620844	Kilgore, Joseph	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1620844	Jr	G	6-5	36	36	1176:00	148	331	44.71	25	83	30.12	71	88	80.68	392	10.89	27	119	146	4.06	102	85	36	22	91	1	""	2
2017	12480	26172	A&M-Corpus Christi	04	1620841	Amin, Ehab	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1620841	Jr	G	6-4	36	36	1214:00	225	487	46.20	43	149	28.86	116	162	71.60	609	16.92	71	166	237	6.58	105	99	124	13	102	5	""	3
2017	12480	26172	A&M-Corpus Christi	11	1737702	South, Kareem	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1737702	Fr	G	6-2	36	29	1043:00	109	261	41.76	42	116	36.21	65	83	78.31	325	9.03	55	79	134	3.72	67	52	32	2	90	""	""	2
2017	12480	26172	A&M-Corpus Christi	10	1844798	Francois, Perry	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1844798	Fr	F	6-8	35	3	244:00	16	35	45.71	""	""	""	1	15	6.67	33	0.94	20	26	46	1.31	3	10	3	8	46	""	""	1
2017	12480	26172	A&M-Corpus Christi	12	1289301	Kocher, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1289301	Sr	G	6-3	34	19	962:00	105	208	50.48	21	78	26.92	33	53	62.26	264	7.76	32	61	93	2.74	54	39	59	4	86	""	""	1
2017	12480	26172	A&M-Corpus Christi	25	1510028	Thomas, Rashawn	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1510028	Sr	F	6-8	34	33	1145:00	268	511	52.45	14	37	37.84	215	298	72.15	765	22.50	78	227	305	8.97	92	126	53	69	118	13	""	5
2017	12480	26172	A&M-Corpus Christi	14	1844799	Schmidt, Elijah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1844799	Fr	F	6-8	31	12	300:00	16	39	41.03	1	5	20.00	5	8	62.50	38	1.23	13	35	48	1.55	4	14	4	9	50	""	""	1
2017	12480	26172	A&M-Corpus Christi	02	1402240	Martinez, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1402240	Sr	G	6-3	30	12	590:00	66	131	50.38	46	100	46.00	35	37	94.59	213	7.10	11	36	47	1.57	29	12	13	2	45	""	""	""
2017	12480	26172	A&M-Corpus Christi	20	1844800	Hale, Colin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1844800	Fr	G	6-1	30	0	163:00	7	19	36.84	3	9	33.33	8	12	66.67	25	0.83	2	9	11	0.37	11	10	3	1	20	""	""	""
2017	12480	26172	A&M-Corpus Christi	05	1620842	Bloom, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1620842	Jr	G	6-4	29	0	141:00	2	15	13.33	""	7	0.00	5	6	83.33	9	0.31	5	9	14	0.48	4	4	2	1	11	""	""	""
2017	12480	26172	A&M-Corpus Christi	0	1737700	Brown, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1737700	Fr	G	5-10	27	0	156:00	2	9	22.22	""	1	0.00	13	20	65.00	17	0.63	4	6	10	0.37	10	19	7	""	19	""	""	""
2017	12480	26172	A&M-Corpus Christi	42	1844803	Holcombe, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1844803	Fr	F	6-8	24	0	135:00	10	22	45.45	""	""	""	5	10	50.00	25	1.04	11	19	30	1.25	4	7	1	11	22	""	""	1
2017	12480	26172	A&M-Corpus Christi	01	1893521	Lightfoot, Marcus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1893521	N/A	""	-	3	0	2:00	""	1	0.00	""	1	0.00	""	""	""	""	""	""	1	1	0.33	""	""	""	""	2	""	""	""
