game_id	period_id	section_id	team_name	fgm	fga	tpfg	tpfga	ft	fta	pts	orebs	drebs	tot	reb	ast	to	stl	blk	fouls	dq
167371	1st Half	0	Seattle	16	39	1	8	3	5	36	7	9	16	6	12	9	1	15
167371	1st Half	1	Maryland	18	33	1	6	9	14	46	10	17	27	12	15	3	4	8
167371	2nd Half	0	Seattle	12	38	2	8	14	17	40	11	7	18	5	15	9	0	16
167371	2nd Half	1	Maryland	17	29	1	2	24	27	59	7	16	23	11	14	6	5	12
167371	Game Stats	0	Seattle	28	77*/	3	16	17	22	76	18	16	34	11	27*/	18*/	1	31
167371	Game Stats	1	Maryland	35	62	2	8	33*	41*	105	17	33	50	23	29*/	9	9	20
167712	1st Half	0	Toledo	6	19	1	6	5	9	18	0	8	8	2	10	2	0	5
167712	1st Half	1	Illinois	20	33	5	11	2	2	47	5	16	21	13	6	4	3	9
167712	2nd Half	0	Toledo	10	26	2	6	5	10	27	6	9	15	7	13	4	0	9
167712	2nd Half	1	Illinois	17	31	0	7	3	4	37	5	12	17	8	8	6	4	9
167712	Game Stats	0	Toledo	16	45	3	12	10	19	45	6	17	23	9	23	6	0	14
167712	Game Stats	1	Illinois	37*	64	5	18	5	6	84	10	28	38	21	14	10	7	18
167733	1st Half	0	Col. of Charleston	14	31	5	12	4	4	37	5	13	18	9	11	5	4	8
167733	1st Half	1	Maryland	18	36	0	2	1	7	37	8	12	20	7	9	6	1	5
167733	2nd Half	0	Col. of Charleston	11	25	3	8	12	15	37	6	12	18	3	11	3	4	11
167733	2nd Half	1	Maryland	16	30	2	5	4	11	38	7	9	16	10	9	5	2	13
167733	Game Stats	0	Col. of Charleston	25	56	8	20	16	19	74	11	25	36	12	22*	8	8	19
167733	Game Stats	1	Maryland	34	66	2	7	5	18	75	15	21	36	17	18	11*	3	18
167757	1st Half	0	Ill.-Chicago	12	30	2	5	3	4	29	3	9	12	5	4	0	3	9
167757	1st Half	1	Pittsburgh	16	34	6	13	5	8	43	11	15	26	13	6	2	2	7
167757	2nd Half	0	Ill.-Chicago	10	28	1	5	4	5	25	6	7	13	4	8	0	0	9
167757	2nd Half	1	Pittsburgh	21	30	5	8	7	12	54	6	13	19	14	5	3	5	6
167757	Game Stats	0	Ill.-Chicago	22	58	3	10	7	9	54	9	16	25	9	12	0	3	18
167757	Game Stats	1	Pittsburgh	37	64	11*	21	12	20	97*	17	28	45	27	11	5	7	13
167758	1st Half	0	Rhode Island	11	28	7	14	7	9	36	5	14	19	8	9	5	2	12
167758	1st Half	1	Pittsburgh	14	35	1	7	8	13	37	11	13	24	7	7	4	4	9
167758	2nd Half	0	Rhode Island	13	32	7	18	6	7	39	5	7	12	8	8	2	4	13
167758	2nd Half	1	Pittsburgh	15	29	2	8	14	17	46	7	15	22	12	7	4	2	9
167758	Game Stats	0	Rhode Island	24	60	14*	32	13	16	75	10	21	31	16	17	7	6	25*
167758	Game Stats	1	Pittsburgh	29	64	3	15	22	30	83	18	28	46	19	14	8*	6	18
167853	1st Half	0	UC Irvine	6	26	2	8	4	6	18	4	14	18	4	11	2	1	9
167853	1st Half	1	Illinois	15	31	6	17	6	8	42	3	16	19	10	6	6	4	7
167853	2nd Half	0	UC Irvine	16	37	5	12	10	16	47	7	12	19	8	3	5	0	12
167853	2nd Half	1	Illinois	14	27	2	7	7	15	37	6	14	20	7	8	3	4	15
167853	Game Stats	0	UC Irvine	22	63	7	20	14	22	65	11	26	37	12	14	7	1	21
167853	Game Stats	1	Illinois	29	58	8	24	13	23	79	9	30	39	17	14	9	8*	22
167858	1st Half	0	Navy	7	31	2	8	4	8	20	3	12	15	3	9	4	2	12
167858	1st Half	1	Texas	10	24	1	9	8	16	29	4	24	28	4	12	2	3	10
167858	2nd Half	0	Navy	12	32	2	15	6	10	32	5	10	15	5	7	1	3	12
167858	2nd Half	1	Texas	20	35	3	8	11	18	54	7	15	22	12	3	3	2	7
167858	Game Stats	0	Navy	19	63	4	23	10	18	52	8	22	30	8	16	5	5	24
167858	Game Stats	1	Texas	30	59	4	17	19	34	83	11	39*	50	16	15	5	5	17
167919	1st Half	0	Western Mich.	13	30	3	13	3	6	32	7	16	23	8	4	3	1	6
167919	1st Half	1	Xavier	8	25	5	14	2	2	23	1	11	12	7	4	1	1	11
167919	2nd Half	0	Western Mich.	13	31	2	7	5	7	33	7	8	15	3	7	4	1	12
167919	2nd Half	1	Xavier	15	29	4	11	11	16	45	7	9	16	11	5	3	1	6
167919	Game Stats	0	Western Mich.	26	61	5	20	8	13	65	14	24	38	11	11	7	2	18
167919	Game Stats	1	Xavier	23	54	9	25	13	18	68	8	20	28	18	9	4	2	17
167921	1st Half	0	Stetson	14	35	3	5	5	9	36	13	12	25	5	8	4	1	8
167921	1st Half	1	Wake Forest	13	28	3	9	4	4	33	3	10	13	7	7	1	4	9
167921	2nd Half	0	Stetson	18	34	2	8	15	17	53	3	17	20	7	5	8	2	13
167921	2nd Half	1	Wake Forest	12	33	5	17	17	19	46	5	15	20	9	10	1	4	13
167921	Game Stats	0	Stetson	32	69	5	13	20	26	89	16	29	45*	12	13	12	3	21
167921	Game Stats	1	Wake Forest	25	61	8	26*	21	23	79	8	25	33	16	17	2	8	22
167922	1st Half	0	St. Francis Brooklyn	5	27	2	13	3	4	15	5	12	17	3	11	2	0	10
167922	1st Half	1	Boston College	14	29	2	14	8	13	38	5	17	22	7	5	3	1	8
167922	2nd Half	0	St. Francis Brooklyn	11	31	5	14	7	10	34	6	11	17	4	7	3	3	13
167922	2nd Half	1	Boston College	12	25	2	7	15	17	41	2	14	16	7	4	1	4	10
167922	Game Stats	0	St. Francis Brooklyn	16	58	7	27	10	14	49	11	23	34	7	18	5	3	23
167922	Game Stats	1	Boston College	26	54	4	21	23*	30*	79	7	31	38	14	9	4	5	18
167924	1st Half	0	Samford	10	23	1	9	3	7	24	3	16	19	5	6	2	0	5
167924	1st Half	1	Youngstown St.	10	33	2	17	1	2	23	8	10	18	4	5	6	2	8
167924	2nd Half	0	Samford	13	23	2	7	9	21	37	7	10	17	8	5	3	0	11
167924	2nd Half	1	Youngstown St.	12	27	7	16	10	15	41	8	10	18	8	5	2	3	14
167924	Game Stats	0	Samford	23	46	3	16	12	28	61	10	26	36	13	11	5	0	16
167924	Game Stats	1	Youngstown St.	22	60	9	33	11	17	64	16	20	36	12	10	8	5	22
167935	1st Half	0	Columbia	11	29	4	8	15	17	41	6	15	21	6	7	4	1	8
167935	1st Half	1	La Salle	17	36	0	5	3	5	37	5	14	19	11	7	7	1	11
167935	2nd Half	0	Columbia	13	30	0	7	4	5	30	8	8	16	8	10	2	0	9
167935	2nd Half	1	La Salle	17	24	6	8	5	8	45	2	11	13	6	8	7	3	6
167935	Game Stats	0	Columbia	24	59	4	15	19	22	71	14	23	37	14	17	6	1	17
167935	Game Stats	1	La Salle	34*	60	6	13	8	13	82	7	25	32	17	15	14	4	17
167937	1st Half	0	UNCW	9	20	2	4	6	6	26	2	9	11	3	12	6	0	8
167937	1st Half	1	Florida	14	28	4	12	5	8	37	6	9	15	10	9	9	0	7
167937	2nd Half	0	UNCW	14	28	4	12	2	2	34	4	7	11	8	8	5	4	8
167937	2nd Half	1	Florida	14	29	2	7	10	14	40	11	10	21	8	6	3	1	4
167937	Game Stats	0	UNCW	23	48	6	16	8	8	60	6	16	22	11	20*	11*	4	16
167937	Game Stats	1	Florida	28	57	6	19	15	22	77	17	19	36	18	15	12	1	11
167939	1st Half	0	Campbell	11	26	2	8	2	3	26	3	9	12	5	12	4	2	12
167939	1st Half	1	Virginia Tech	14	32	4	13	9	12	41	10	13	23	8	10	2	4	7
