year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2014	11540	30123	Academy of Art	40	1401970	Aikman, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1401970	Sr	F	6-8	27	27	799:00	114	192	59.38	 	 	""	32	105	30.48	260	9.63	53	85	138	5.11	28	40	13	23	85	 	 
2014	11540	30123	Academy of Art	11	1511140	Moore, Alexis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511140	Jr	G	6-3	27	27	964:00	164	439	37.36	59	176	33.52	88	145	60.69	475	17.59	32	137	169	6.26	101	106	51	1	77	4	 
2014	11540	30123	Academy of Art	10	1511139	Valdeolmillos, Sergio	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511139	Fr	G	6-2	27	0	407:00	37	100	37.00	21	51	41.18	22	30	73.33	117	4.33	7	22	29	1.07	19	24	13	 	39	 	 
2014	11540	30123	Academy of Art	05	1286931	Anderson, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1286931	Jr	G	6-0	27	25	777:00	85	210	40.48	 	1	0.00	60	97	61.86	230	8.52	43	63	106	3.93	49	32	20	1	78	1	 
2014	11540	30123	Academy of Art	02	1511138	Cesca, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511138	Jr	F	6-6	26	3	380:00	17	42	40.48	2	14	14.29	7	13	53.85	43	1.65	8	36	44	1.69	19	12	4	3	55	 	 
2014	11540	30123	Academy of Art	03	1401966	Carmon, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1401966	So	G	6-3	25	20	857:00	149	355	41.97	24	76	31.58	116	139	83.45	438	17.52	46	131	177	7.08	55	71	21	9	86	5	 
2014	11540	30123	Academy of Art	33	1401969	Maza, Rodrigo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1401969	Sr	C	6-10	24	20	559:00	72	137	52.55	4	5	80.00	67	82	81.71	215	8.96	40	87	127	5.29	18	37	8	26	85	2	 
2014	11540	30123	Academy of Art	14	1511141	Pratt, Herman	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511141	Fr	G	5-11	18	10	536:00	49	106	46.23	18	44	40.91	22	29	75.86	138	7.67	27	19	46	2.56	21	15	17	6	52	 	 
2014	11540	30123	Academy of Art	12	1425893	Vinson, Garland	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1425893	Jr	G	6-0	18	1	139:00	7	25	28.00	2	9	22.22	6	7	85.71	22	1.22	4	6	10	0.56	5	5	7	2	16	 	 
2014	11540	30123	Academy of Art	22	1401972	Smith, Niles	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1401972	So	F	6-7	10	2	57:00	1	2	50.00	 	 	""	3	6	50.00	5	0.50	3	3	6	0.60	1	2	 	1	6	 	 
2014	11540	929	Adams St.	12	1517976	Hope, Mikey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1517976	Jr	G	6-0	27	3	485:00	78	191	40.84	19	51	37.25	87	108	80.56	262	9.70	8	25	33	1.22	34	32	15	1	39	 	 
2014	11540	929	Adams St.	33	1517990	Scott, Julian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1517990	Sr	C	6-8	27	23	502:00	103	176	58.52	1	2	50.00	85	121	70.25	292	10.81	43	65	108	4.00	18	36	14	6	80	 	 
2014	11540	929	Adams St.	22	1517979	Crawford, Jaree	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1517979	Jr	F	6-5	27	20	684:00	121	221	54.75	15	31	48.39	46	72	63.89	303	11.22	44	92	136	5.04	29	33	31	2	77	 	 
2014	11540	929	Adams St.	5	1517975	Lark, Lee	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1517975	Jr	G	5-10	27	19	569:00	67	157	42.68	24	62	38.71	57	74	77.03	215	7.96	4	38	42	1.56	52	46	33	3	77	 	 
2014	11540	929	Adams St.	0	1517970	Morgan, Kenny	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1517970	Jr	G	6-3	27	22	506:00	60	144	41.67	23	73	31.51	25	33	75.76	168	6.22	14	33	47	1.74	20	28	25	4	51	 	 
2014	11540	929	Adams St.	34	1517991	Hemsley, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1517991	Jr	F	6-6	25	6	513:00	104	169	61.54	 	 	""	52	105	49.52	260	10.40	81	97	178	7.12	18	36	37	12	85	4	 
