year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2017	12480	30093	AUM	21	1851979	James-Core, Lafayette	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1851979	Jr	F	6-6	26	15	449:00	72	167	43.11	16	55	29.09	22	41	53.66	182	7.00	22	50	72	2.77	19	39	8	7	40	""	""	1
2017	12480	30093	AUM	12	1851977	Croff, Jarett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1851977	Jr	C	6-10	26	19	630:00	64	147	43.54	2	13	15.38	33	47	70.21	163	6.27	52	138	190	7.31	19	41	13	31	80	5	""	1
2017	12480	30093	AUM	5	1851975	Taylor, Darrion	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1851975	Fr	G	5-7	26	19	800:00	120	279	43.01	64	155	41.29	16	25	64.00	320	12.31	17	52	69	2.65	69	29	30	""	31	""	""	""
2017	12480	30093	AUM	22	1750751	Eager, Romoane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1750751	Sr	F	6-6	26	16	693:00	116	251	46.22	33	106	31.13	26	41	63.41	291	11.19	39	123	162	6.23	44	62	21	21	93	1	""	7
2017	12480	30093	AUM	32	1747900	McCoy, Julius	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1747900	Sr	G	5-10	26	7	601:00	79	192	41.15	56	140	40.00	31	38	81.58	245	9.42	6	28	34	1.31	38	43	21	""	45	""	""	1
2017	12480	30093	AUM	1	1851973	Hornbuckle, Kameron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1851973	Jr	F	6-6	26	9	448:00	46	86	53.49	""	""	""	22	34	64.71	114	4.38	49	66	115	4.42	4	27	8	28	73	""	""	5
2017	12480	30093	AUM	3	1747894	DeRamus, Desmond	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1747894	So	G	6-2	25	25	924:00	129	294	43.88	38	94	40.43	85	115	73.91	381	15.24	52	117	169	6.76	101	78	56	5	60	5	""	""
2017	12480	30093	AUM	4	1851974	Carter, Devonte	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1851974	Jr	F	6-7	22	7	139:00	12	40	30.00	3	8	37.50	11	19	57.89	38	1.73	9	16	25	1.14	3	22	""	7	32	""	""	1
2017	12480	30093	AUM	10	1851976	Bryant, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1851976	Fr	G	6-3	19	4	156:00	20	62	32.26	8	37	21.62	7	17	41.18	55	2.89	5	16	21	1.11	4	9	4	""	12	""	""	""
2017	12480	30093	AUM	15	1851978	Ferguson, Chandler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1851978	Jr	F	6-6	15	1	70:00	5	18	27.78	1	8	12.50	""	""	""	11	0.73	1	8	9	0.60	7	7	1	3	10	""	""	""
2017	12480	30093	AUM	11	1525822	Carnley, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1525822	Sr	G	6-4	13	2	129:00	8	41	19.51	6	29	20.69	1	6	16.67	23	1.77	3	16	19	1.46	9	7	6	""	9	""	""	""
2017	12480	30093	AUM	2	1748061	Jackson, Marcus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1748061	So	G	6-2	13	6	148:00	16	44	36.36	2	6	33.33	2	4	50.00	36	2.77	5	9	14	1.08	11	5	5	""	12	""	""	""
2017	12480	30093	AUM	0	1851972	Johnson, Jarvis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1851972	So	C	6-2	6	0	38:00	5	14	35.71	""	4	0.00	""	1	0.00	10	1.67	2	4	6	1.00	2	1	""	""	1	""	""	""
2017	12480	30123	Academy of Art	20	1854206	Furlan, Ivan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854206	Fr	F	6-8	26	0	371:00	39	110	35.45	3	7	42.86	21	35	60.00	102	3.92	18	38	56	2.15	8	18	7	6	31	""	""	1
2017	12480	30123	Academy of Art	02	1854205	Williams, Dante	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854205	Fr	G	6-0	26	13	489:00	65	149	43.62	3	15	20.00	35	52	67.31	168	6.46	17	61	78	3.00	41	59	19	3	46	""	""	1
2017	12480	30123	Academy of Art	03	1625432	Okeneme, Uchenna	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1625432	Jr	G	6-1	26	23	584:00	79	170	46.47	1	8	12.50	56	78	71.79	215	8.27	9	56	65	2.50	53	38	42	1	58	""	""	1
2017	12480	30123	Academy of Art	30	1854202	Nwaba, Victor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854202	Jr	G	6-3	26	17	634:00	85	218	38.99	28	85	32.94	33	62	53.23	231	8.88	27	65	92	3.54	24	53	23	7	75	""	""	2
2017	12480	30123	Academy of Art	24	1854203	Radovic, Luka	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854203	Fr	F	6-8	26	26	626:00	90	198	45.45	""	""	""	32	47	68.09	212	8.15	41	80	121	4.65	25	43	6	34	64	""	""	1
2017	12480	30123	Academy of Art	11	1741813	Williams, Cobe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1741813	So	G	5-11	25	0	318:00	17	59	28.81	14	45	31.11	6	15	40.00	54	2.16	3	19	22	0.88	40	34	23	1	43	""	""	""
2017	12480	30123	Academy of Art	14	1511141	Pratt, Herman	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1511141	Sr	G	5-11	25	23	638:00	71	168	42.26	12	38	31.58	47	66	71.21	201	8.04	31	39	70	2.80	28	25	39	6	69	""	""	3
2017	12480	30123	Academy of Art	22	1741814	Salas, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1741814	Sr	G	6-3	24	24	673:00	93	231	40.26	15	73	20.55	56	68	82.35	257	10.71	38	104	142	5.92	26	30	19	3	63	2	""	2
2017	12480	30123	Academy of Art	05	1854199	Brown, Kendall	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854199	Jr	G	6-4	22	2	474:00	57	143	39.86	24	65	36.92	61	79	77.22	199	9.05	24	70	94	4.27	19	25	10	2	51	""	""	""
2017	12480	30123	Academy of Art	33	1854200	Davis, Gary	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854200	Fr	G	6-0	18	0	168:00	19	46	41.30	1	5	20.00	17	24	70.83	56	3.11	3	10	13	0.72	18	11	11	""	14	""	""	""
2017	12480	30123	Academy of Art	12	1854201	Maxwell, Chance	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854201	Fr	G	6-1	17	0	117:00	""	7	0.00	""	1	0.00	2	4	50.00	2	0.12	2	11	13	0.76	5	8	3	1	18	""	""	""
2017	12480	30123	Academy of Art	10	1511139	Valdeolmillos, Sergio	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1511139	Sr	G	6-2	6	2	126:00	13	36	36.11	2	5	40.00	8	13	61.54	36	6.00	3	10	13	2.17	2	2	5	""	10	""	""	""
2017	12480	30123	Academy of Art	32	1854204	Silva, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854204	Fr	G	6-1	3	0	4:00	""	1	0.00	""	1	0.00	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
