year	year_id	team_id	team_name	team_url
2016	12260	26172	A&M-Corpus Chris	http://stats.ncaa.org/team/26172/12260
2016	12260	2	Abilene Christian	http://stats.ncaa.org/team/2/12260
2016	12260	721	Air Force	http://stats.ncaa.org/team/721/12260
2016	12260	5	Akron	http://stats.ncaa.org/team/5/12260
2016	12260	8	Alabama	http://stats.ncaa.org/team/8/12260
2016	12260	6	Alabama A&M	http://stats.ncaa.org/team/6/12260
2016	12260	7	Alabama St.	http://stats.ncaa.org/team/7/12260
2016	12260	14	Albany (NY)	http://stats.ncaa.org/team/14/12260
2016	12260	17	Alcorn	http://stats.ncaa.org/team/17/12260
2016	12260	23	American	http://stats.ncaa.org/team/23/12260
2016	12260	27	Appalachian St.	http://stats.ncaa.org/team/27/12260
2016	12260	29	Arizona	http://stats.ncaa.org/team/29/12260
2016	12260	28	Arizona St.	http://stats.ncaa.org/team/28/12260
2016	12260	2678	Ark.-Pine Bluff	http://stats.ncaa.org/team/2678/12260
2016	12260	31	Arkansas	http://stats.ncaa.org/team/31/12260
2016	12260	30	Arkansas St.	http://stats.ncaa.org/team/30/12260
2016	12260	725	Army West Point	http://stats.ncaa.org/team/725/12260
2016	12260	37	Auburn	http://stats.ncaa.org/team/37/12260
2016	12260	43	Austin Peay	http://stats.ncaa.org/team/43/12260
2016	12260	77	BYU	http://stats.ncaa.org/team/77/12260
2016	12260	47	Ball St.	http://stats.ncaa.org/team/47/12260
2016	12260	51	Baylor	http://stats.ncaa.org/team/51/12260
2016	12260	14927	Belmont	http://stats.ncaa.org/team/14927/12260
2016	12260	61	Bethune-Cookman	http://stats.ncaa.org/team/61/12260
2016	12260	62	Binghamton	http://stats.ncaa.org/team/62/12260
2016	12260	66	Boise St.	http://stats.ncaa.org/team/66/12260
2016	12260	67	Boston College	http://stats.ncaa.org/team/67/12260
2016	12260	68	Boston U.	http://stats.ncaa.org/team/68/12260
2016	12260	71	Bowling Green	http://stats.ncaa.org/team/71/12260
2016	12260	72	Bradley	http://stats.ncaa.org/team/72/12260
2016	12260	80	Brown	http://stats.ncaa.org/team/80/12260
2016	12260	81	Bryant	http://stats.ncaa.org/team/81/12260
2016	12260	83	Bucknell	http://stats.ncaa.org/team/83/12260
2016	12260	86	Buffalo	http://stats.ncaa.org/team/86/12260
2016	12260	87	Butler	http://stats.ncaa.org/team/87/12260
2016	12260	94	CSU Bakersfield	http://stats.ncaa.org/team/94/12260
2016	12260	101	CSUN	http://stats.ncaa.org/team/101/12260
2016	12260	90	Cal Poly	http://stats.ncaa.org/team/90/12260
2016	12260	97	Cal St. Fullerton	http://stats.ncaa.org/team/97/12260
2016	12260	107	California	http://stats.ncaa.org/team/107/12260
2016	12260	115	Campbell	http://stats.ncaa.org/team/115/12260
2016	12260	116	Canisius	http://stats.ncaa.org/team/116/12260
2016	12260	1004	Central Ark.	http://stats.ncaa.org/team/1004/12260
2016	12260	127	Central Conn. St.	http://stats.ncaa.org/team/127/12260
2016	12260	129	Central Mich.	http://stats.ncaa.org/team/129/12260
2016	12260	48	Charleston So.	http://stats.ncaa.org/team/48/12260
2016	12260	458	Charlotte	http://stats.ncaa.org/team/458/12260
2016	12260	693	Chattanooga	http://stats.ncaa.org/team/693/12260
2016	12260	136	Chicago St.	http://stats.ncaa.org/team/136/12260
2016	12260	140	Cincinnati	http://stats.ncaa.org/team/140/12260
2016	12260	147	Clemson	http://stats.ncaa.org/team/147/12260
2016	12260	148	Cleveland St.	http://stats.ncaa.org/team/148/12260
2016	12260	149	Coastal Caro.	http://stats.ncaa.org/team/149/12260
2016	12260	1014	Col. of Charleston	http://stats.ncaa.org/team/1014/12260
2016	12260	153	Colgate	http://stats.ncaa.org/team/153/12260
2016	12260	157	Colorado	http://stats.ncaa.org/team/157/12260
2016	12260	156	Colorado St.	http://stats.ncaa.org/team/156/12260
2016	12260	158	Columbia	http://stats.ncaa.org/team/158/12260
2016	12260	165	Coppin St.	http://stats.ncaa.org/team/165/12260
2016	12260	167	Cornell	http://stats.ncaa.org/team/167/12260
2016	12260	169	Creighton	http://stats.ncaa.org/team/169/12260
2016	12260	172	Dartmouth	http://stats.ncaa.org/team/172/12260
2016	12260	173	Davidson	http://stats.ncaa.org/team/173/12260
2016	12260	175	Dayton	http://stats.ncaa.org/team/175/12260
2016	12260	176	DePaul	http://stats.ncaa.org/team/176/12260
2016	12260	180	Delaware	http://stats.ncaa.org/team/180/12260
2016	12260	178	Delaware St.	http://stats.ncaa.org/team/178/12260
2016	12260	183	Denver	http://stats.ncaa.org/team/183/12260
2016	12260	184	Detroit	http://stats.ncaa.org/team/184/12260
2016	12260	189	Drake	http://stats.ncaa.org/team/189/12260
2016	12260	191	Drexel	http://stats.ncaa.org/team/191/12260
2016	12260	193	Duke	http://stats.ncaa.org/team/193/12260
2016	12260	194	Duquesne	http://stats.ncaa.org/team/194/12260
2016	12260	198	ETSU	http://stats.ncaa.org/team/198/12260
2016	12260	196	East Carolina	http://stats.ncaa.org/team/196/12260
2016	12260	201	Eastern Ill.	http://stats.ncaa.org/team/201/12260
2016	12260	202	Eastern Ky.	http://stats.ncaa.org/team/202/12260
2016	12260	204	Eastern Mich.	http://stats.ncaa.org/team/204/12260
2016	12260	207	Eastern Wash.	http://stats.ncaa.org/team/207/12260
2016	12260	1068	Elon	http://stats.ncaa.org/team/1068/12260
2016	12260	219	Evansville	http://stats.ncaa.org/team/219/12260
2016	12260	28755	FGCU	http://stats.ncaa.org/team/28755/12260
2016	12260	231	FIU	http://stats.ncaa.org/team/231/12260
2016	12260	220	Fairfield	http://stats.ncaa.org/team/220/12260
2016	12260	222	Fairleigh Dickinson	http://stats.ncaa.org/team/222/12260
2016	12260	229	Fla. Atlantic	http://stats.ncaa.org/team/229/12260
2016	12260	235	Florida	http://stats.ncaa.org/team/235/12260
2016	12260	228	Florida A&M	http://stats.ncaa.org/team/228/12260
2016	12260	234	Florida St.	http://stats.ncaa.org/team/234/12260
2016	12260	236	Fordham	http://stats.ncaa.org/team/236/12260
2016	12260	96	Fresno St.	http://stats.ncaa.org/team/96/12260
2016	12260	244	Furman	http://stats.ncaa.org/team/244/12260
2016	12260	253	Ga. Southern	http://stats.ncaa.org/team/253/12260
2016	12260	1092	Gardner-Webb	http://stats.ncaa.org/team/1092/12260
2016	12260	248	George Mason	http://stats.ncaa.org/team/248/12260
2016	12260	249	George Washington	http://stats.ncaa.org/team/249/12260
2016	12260	251	Georgetown	http://stats.ncaa.org/team/251/12260
2016	12260	257	Georgia	http://stats.ncaa.org/team/257/12260
2016	12260	254	Georgia St.	http://stats.ncaa.org/team/254/12260
2016	12260	255	Georgia Tech	http://stats.ncaa.org/team/255/12260
2016	12260	260	Gonzaga	http://stats.ncaa.org/team/260/12260
2016	12260	261	Grambling	http://stats.ncaa.org/team/261/12260
2016	12260	1104	Grand Canyon	http://stats.ncaa.org/team/1104/12260
2016	12260	794	Green Bay	http://stats.ncaa.org/team/794/12260
2016	12260	270	Hampton	http://stats.ncaa.org/team/270/12260
2016	12260	272	Hartford	http://stats.ncaa.org/team/272/12260
2016	12260	275	Harvard	http://stats.ncaa.org/team/275/12260
2016	12260	277	Hawaii	http://stats.ncaa.org/team/277/12260
2016	12260	19651	High Point	http://stats.ncaa.org/team/19651/12260
2016	12260	283	Hofstra	http://stats.ncaa.org/team/283/12260
2016	12260	285	Holy Cross	http://stats.ncaa.org/team/285/12260
2016	12260	288	Houston	http://stats.ncaa.org/team/288/12260
2016	12260	287	Houston Baptist	http://stats.ncaa.org/team/287/12260
2016	12260	290	Howard	http://stats.ncaa.org/team/290/12260
