game_id	section_id	player_id	player_name	player_url	position	minutes_played	field_goals_made	field_goals_attempted	three_point_field_goals	three_point_field_goals_attempted	free_throws	free_throws_attempted	points	offensive_rebounds	defensive_rebounds	total_rebounds	assists	turnovers	steals	blocks	fouls
4231607	0		Donovan Armstrong		0	25	0	1	0	0	6	6	6	0	2	2	1	2	0	0	2
4231607	0		Hakeem Simon		0	28	0	6	0	0	0	0	0	1	6	7	0	4	0	2	4
4231607	0		Jalen David		0	26	1	5	0	2	3	4	5	0	4	4	0	3	0	0	2
4231607	0		Leland Alexander		0	22	2	3	0	0	2	2	6	2	4	6	0	3	0	1	3
4231607	0		Mike Williams		0	22	6	10	3	5	3	3	18	1	0	1	0	1	1	0	1
4231607	0		Innocnet Kukulu		0	20	1	6	1	3	3	3	6	1	1	2	0	4	0	1	2
4231607	0		Jerry Gibson		0	21	0	1	0	1	0	0	0	0	2	2	1	4	0	0	2
4231607	0		Lucas Martin-Julien		0	15	0	2	0	2	1	2	1	0	4	4	1	3	0	0	4
4231607	0		Seth Jackson		0	21	3	6	1	2	5	7	12	0	5	5	2	1	0	0	0
4231607	0		TEAM		0	0	0	0	0	0	0	0	0	1	5	6	0	0	0	0	0
4231607	0		Totals		0	200	13	40	5	15	23	27	54	6	33	39	5	25	1	4	20
4231607	1	1735700	Franklin, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1735700	0	32	6	11	0	1	1	2	13	0	5	5	1	1	3	1	2
4231607	1	1853372	Roscoe, Derek	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1853372	0	12	1	7	0	2	1	4	3	2	1	3	1	1	0	1	3
4231607	1	1853371	Dennis, Edric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1853371	0	35	7	19	3	9	4	6	21	3	6	9	4	2	3	1	2
4231607	1	1513837	Middleton, Janarius	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1513837	0	33	3	10	0	0	1	4	7	5	5	10	2	2	1	0	3
4231607	1	1625284	Specks, Yettra	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1625284	0	24	3	9	2	7	2	2	10	0	3	3	2	0	2	0	4
4231607	1	1735701	Felton, Anfernee	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1735701	0	6	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0
4231607	1	1853370	Taylor, Charles	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1853370	0	14	2	2	0	0	4	4	8	1	0	1	1	1	1	0	3
4231607	1	1853377	Clopton, Demetrice	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1853377	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4231607	1	1513835	Robinson, Dontaveon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1513835	0	14	1	3	0	1	0	0	2	1	1	2	1	0	0	0	3
4231607	1	1853374	Rivers, Maurice	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1853374	0	7	1	3	0	0	0	0	2	2	1	3	0	0	0	0	1
4231607	1	1853373	Wilson, Sherron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1853373	0	20	0	4	0	2	0	0	0	0	2	2	1	0	1	0	2
4231607	1		TEAM		0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0
4231607	1		Totals		0	200	24	70	5	23	13	22	66	15	27	42	13	7	11	3	23
4231617	0	1620263	Kirkendoll, Travion	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1620263	0	34	7	15	3	6	7	9	24	0	4	4	2	4	0	0	4
4231617	0	1734306	Matthews, Treylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1734306	0	26	0	4	0	1	2	4	2	1	0	1	2	5	0	0	3
4231617	0	1518442	Sapp, James	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1518442	0	28	3	11	1	2	3	4	10	2	5	7	0	2	0	0	1
4231617	0	1734308	Tarantolo, Mitchell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1734308	0	10	1	3	0	0	1	2	3	1	1	2	0	0	0	0	4
4231617	0	1620265	Weaver, Dyllon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1620265	0	25	1	8	1	4	2	2	5	0	1	1	2	1	0	0	1
4231617	0	1620266	Barstow, Trey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1620266	0	4	0	1	0	1	1	2	1	1	0	1	0	1	0	0	0
4231617	0	1854707	Behara, Wyatt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854707	0	8	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1
4231617	0	1854705	Boyd, KJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854705	0	16	0	3	0	0	2	2	2	2	2	4	3	3	0	0	1
4231617	0	1854708	Gray, Jericho	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854708	0	22	4	8	4	7	0	0	12	0	1	1	0	0	0	0	3
4231617	0	1854704	Harris, Cedric	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1854704	0	26	1	10	0	5	0	1	2	2	5	7	0	1	2	4	1
4231617	0	1750414	Johnson, Regis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1750414	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4231617	0		TEAM		0	0	0	0	0	0	0	0	0	2	3	5	0	0	0	0	0
4231617	0		Totals		0	200	18	64	9	26	18	26	63	11	22	33	10	17	2	4	19
4231617	1	1738414	Washington, Marcus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1738414	0	16	3	7	2	4	0	0	8	1	1	2	0	3	1	0	3
4231617	1	1514170	Coppola, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1514170	0	28	5	10	3	6	1	2	14	0	7	7	7	0	2	0	2
4231617	1		Alabakis, Sam		0	14	2	5	0	0	2	3	6	5	0	5	0	2	0	0	2
4231617	1		McDaniel, Sam		0	20	2	4	0	1	1	3	5	0	4	4	3	0	1	0	2
4231617	1	1738412	Munnings, Travis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1738412	0	28	7	10	0	3	2	2	16	2	11	13	2	2	1	0	3
4231617	1		Harris, Jordon		0	25	9	11	5	7	0	1	23	0	2	2	2	2	1	0	1
4231617	1	1514174	Richard, Lance	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1514174	0	7	1	3	1	3	0	0	3	0	1	1	0	2	0	0	0
4231617	1		Jean-Pierre, Marvin		0	17	6	10	1	2	0	2	13	2	2	4	4	3	3	0	3
4231617	1	1627389	Cooper, Prince	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1627389	0	4	1	1	0	0	0	3	2	0	2	2	1	0	0	0	0
4231617	1		Sandifer, Ramses		0	10	0	3	0	0	4	4	4	2	1	3	0	0	0	0	2
4231617	1	1627392	Taylor, Roderick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1627392	0	18	1	1	0	0	0	1	2	1	2	3	0	0	0	2	2
4231617	1	1738411	Martin, Wade	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12480&stats_player_seq=1738411	0	13	0	3	0	3	0	0	0	0	1	1	0	0	0	0	1
4231617	1		TEAM		0	0	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0
4231617	1		Totals		0	200	37	68	12	29	10	21	96	13	37	50	19	15	9	2	21
