year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2016	12260	4	Adrian	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	37	36	73	2.92	""	6	""	""	""	""	""	""
2016	12260	4	Adrian	-	Totals	-	-	-	-	-	5023:00	665	1,487	44.72	195	515	37.86	282	451	62.53	1,807	72.28	326	590	916	36.64	329	303	146	61	522	""	""	8
2016	12260	4	Adrian	-	Opponent Totals	-	-	-	-	-	5023:00	565	1,322	42.74	166	468	35.47	408	574	71.08	1,704	68.16	246	575	821	32.84	313	338	112	78	452	""	""	8
2016	12260	2798	Albertus Magnus	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	41	35	76	2.92	""	13	""	""	1	""	""	""
2016	12260	2798	Albertus Magnus	-	Totals	-	-	-	-	-	5202:00	816	1,725	47.30	167	480	34.79	461	714	64.57	2,260	86.92	379	716	1,095	42.12	382	379	185	95	553	""	""	20
2016	12260	2798	Albertus Magnus	-	Opponent Totals	-	-	-	-	-	5203:00	735	1,646	44.65	186	521	35.70	457	632	72.31	2,113	81.27	298	679	977	37.58	380	414	187	77	595	""	""	23
2016	12260	15	Albion	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	49	37	86	3.31	""	2	""	""	""	""	""	""
2016	12260	15	Albion	-	Totals	-	-	-	-	-	5225:00	640	1,566	40.87	185	571	32.40	337	494	68.22	1,802	69.31	370	587	957	36.81	292	295	151	52	475	""	""	5
2016	12260	15	Albion	-	Opponent Totals	-	-	-	-	-	5224:00	641	1,384	46.32	189	478	39.54	329	466	70.60	1,800	69.23	226	628	854	32.85	377	333	124	79	488	""	""	7
2016	12260	16	Albright	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	34	39	73	2.92	""	8	""	""	""	""	""	""
2016	12260	16	Albright	-	Totals	-	-	-	-	-	5024:00	601	1,373	43.77	145	424	34.20	327	510	64.12	1,674	66.96	248	649	897	35.88	306	359	127	100	452	""	""	9
2016	12260	16	Albright	-	Opponent Totals	-	-	-	-	-	5026:00	625	1,447	43.19	128	382	33.51	324	500	64.80	1,702	68.08	262	615	877	35.08	242	290	177	72	460	""	""	9
2016	12260	18	Alfred	-	TEAM	-	-	-	-	-	""	""	""	""	""	""	""	""	""	""	""	""	49	49	98	3.92	""	2	""	""	""	""	""	""
2016	12260	18	Alfred	-	Totals	-	-	-	-	-	5000:00	705	1,660	42.47	140	476	29.41	313	498	62.85	1,863	74.52	343	619	962	38.48	396	289	225	79	553	""	""	16
