game_id	section_id	team_id	team_name	team_url	period_scores
3939620	0	30135	California Baptist	http://stats.ncaa.org/team/index/12260?org_id=30135	[38, 30, 16, 84]
3939620	1	1240	Minn. St. Moorhead	http://stats.ncaa.org/team/index/12260?org_id=1240	[31, 37, 12, 80]
3941066	0	11	Alas. Anchorage	http://stats.ncaa.org/team/index/12260?org_id=11	[36, 38, 74]
3941066	1	728	Upper Iowa	http://stats.ncaa.org/team/index/12260?org_id=728	[31, 40, 71]
3941094	0	30135	California Baptist	http://stats.ncaa.org/team/index/12260?org_id=30135	[38, 41, 79]
3941094	1	11	Alas. Anchorage	http://stats.ncaa.org/team/index/12260?org_id=11	[28, 40, 68]
3941124	0	1448	Western Wash.	http://stats.ncaa.org/team/index/12260?org_id=1448	[42, 48, 90]
3941124	1	728	Upper Iowa	http://stats.ncaa.org/team/index/12260?org_id=728	[44, 31, 75]
3941132	0	9754	UC-Colo. Springs	http://stats.ncaa.org/team/index/12260?org_id=9754	[37, 47, 84]
3941132	1	1448	Western Wash.	http://stats.ncaa.org/team/index/12260?org_id=1448	[36, 59, 95]
3941134	0	1240	Minn. St. Moorhead	http://stats.ncaa.org/team/index/12260?org_id=1240	[48, 38, 86]
3941134	1	9754	UC-Colo. Springs	http://stats.ncaa.org/team/index/12260?org_id=9754	[32, 39, 71]
3943057	0	728	Upper Iowa	http://stats.ncaa.org/team/index/12260?org_id=728	[40, 35, 75]
3943057	1	30135	California Baptist	http://stats.ncaa.org/team/index/12260?org_id=30135	[45, 32, 77]
3945177	0	11	Alas. Anchorage	http://stats.ncaa.org/team/index/12260?org_id=11	[25, 45, 70]
3945177	1	9754	UC-Colo. Springs	http://stats.ncaa.org/team/index/12260?org_id=9754	[34, 45, 79]
3945198	0		Lincoln Christian		[19, 28, 47]
3945198	1	11	Alas. Anchorage	http://stats.ncaa.org/team/index/12260?org_id=11	[48, 46, 94]
3948451	0	1001	Catawba	http://stats.ncaa.org/team/index/12260?org_id=1001	[32, 36, 68]
3948451	1	1085	Francis Marion	http://stats.ncaa.org/team/index/12260?org_id=1085	[39, 32, 71]
3948490	0	1277	Nyack	http://stats.ncaa.org/team/index/12260?org_id=1277	[36, 35, 71]
3948490	1	360	Lock Haven	http://stats.ncaa.org/team/index/12260?org_id=360	[35, 40, 75]
3948503	0	30002	Trevecca Nazarene	http://stats.ncaa.org/team/index/12260?org_id=30002	[33, 33, 66]
3948503	1	499	Truman	http://stats.ncaa.org/team/index/12260?org_id=499	[46, 51, 97]
3948516	0	1156	Neb.-Kearney	http://stats.ncaa.org/team/index/12260?org_id=1156	[45, 50, 95]
3948516	1	30152	Southern Nazarene	http://stats.ncaa.org/team/index/12260?org_id=30152	[40, 40, 80]
3948559	0	9081	Concordia-St. Paul	http://stats.ncaa.org/team/index/12260?org_id=9081	[46, 35, 81]
3948559	1	8965	East Central	http://stats.ncaa.org/team/index/12260?org_id=8965	[34, 48, 82]
3948561	0	12830	Tusculum	http://stats.ncaa.org/team/index/12260?org_id=12830	[34, 44, 78]
3948561	1	13302	Lees-McRae	http://stats.ncaa.org/team/index/12260?org_id=13302	[34, 41, 75]
3948664	0	309	UIndy	http://stats.ncaa.org/team/index/12260?org_id=309	[31, 41, 72]
3948664	1	2746	Lake Erie	http://stats.ncaa.org/team/index/12260?org_id=2746	[32, 37, 69]
3948715	0		Berkeley (NY)		[29, 51, 80]
3948715	1	407	Mercy	http://stats.ncaa.org/team/index/12260?org_id=407	[54, 31, 85]
3948734	0	728	Upper Iowa	http://stats.ncaa.org/team/index/12260?org_id=728	[33, 43, 76]
3948734	1	507	Northwest Mo. St.	http://stats.ncaa.org/team/index/12260?org_id=507	[33, 39, 72]
3948735	0	427	Minn. Duluth	http://stats.ncaa.org/team/index/12260?org_id=427	[31, 29, 60]
3948735	1	130	Central Mo.	http://stats.ncaa.org/team/index/12260?org_id=130	[35, 43, 78]
3948738	0	30063	Seton Hill	http://stats.ncaa.org/team/index/12260?org_id=30063	[28, 43, 71]
3948738	1	194	Duquesne	http://stats.ncaa.org/team/index/12260?org_id=194	[45, 51, 96]
3948740	0	1199	Mars Hill	http://stats.ncaa.org/team/index/12260?org_id=1199	[41, 36, 77]
