game_id	period_id	section_id	team_name	fgm	fga	tpfg	tpfga	ft	fta	pts	orebs	drebs	tot	reb	ast	to	stl	blk	fouls	dq
3703194	1st Half	0	Portland St.	13	25	4	6	1	4	31	4	16	20	6	6	1	4	6	""
3703194	1st Half	1	Weber St.	10	35	4	14	0	0	24	9	10	19	8	2	0	2	5	""
3703194	2nd Half	0	Portland St.	13	27	0	6	12	16	38	4	13	17	7	3	2	1	10	""
3703194	2nd Half	1	Weber St.	12	26	4	9	11	15	39	3	13	16	8	3	2	0	12	""
3703194	Game Stats	0	Portland St.	26	52	4	12	13	20	69	8	29	37	13	9	3	5	16	 
3703194	Game Stats	1	Weber St.	22	61	8	23	11	15	63	12	23	35	16	5	2	2	17	1
3658903	1st Half	0	Austin Peay	11	30	0	5	6	9	28	11	11	22	6	9	1	1	7	""
3658903	1st Half	1	Jacksonville St.	16	29	2	5	7	7	41	2	11	13	10	2	7	2	9	""
3658903	2nd Half	0	Austin Peay	12	31	2	9	5	9	31	7	12	19	9	6	5	6	11	""
3658903	2nd Half	1	Jacksonville St.	8	29	2	8	12	14	30	10	15	25	6	8	5	4	10	""
3658903	Game Stats	0	Austin Peay	23	61	2	14	11	18	59	18	23	41	15	15	6	7	18	1
3658903	Game Stats	1	Jacksonville St.	24	58	4	13	19	21	71	12	26	38	16	10	12	6	19	 
3793854	1st Half	0	LIU Brooklyn	11	24	3	10	5	8	30	0	12	12	6	8	3	1	12	""
3793854	1st Half	1	Mt. St. Mary's	10	29	3	9	15	16	38	5	13	18	6	6	1	0	10	""
3793854	2nd Half	0	LIU Brooklyn	8	27	0	9	19	24	35	10	15	25	3	9	2	2	12	""
3793854	2nd Half	1	Mt. St. Mary's	14	31	4	12	12	16	44	4	11	15	8	4	6	4	17	""
3793854	Game Stats	0	Mt. St. Mary's	24	60	7	21	27	32	82	11	26	37	14	10	7	4	27	1
3793854	Game Stats	1	LIU Brooklyn	19	51	3	19	24	32	65	10	28	38	9	17	5	3	24	 
3568670	1st Half	0	Hawaii	12	32	4	10	2	4	30	4	12	16	10	6	5	2	6	""
3568670	1st Half	1	BYU	14	34	4	14	5	6	37	8	18	26	11	8	3	0	8	""
3568670	2nd Half	0	Hawaii	13	34	1	8	13	16	40	5	9	14	6	6	8	0	14	""
3568670	2nd Half	1	BYU	15	26	5	10	18	21	53	5	18	23	12	11	5	3	13	""
3568670	Game Stats	0	Hawaii	25	66	5	18	15	20	70	9	21	30	16	12	13	2	20	 
3568670	Game Stats	1	BYU	29	60	9	24	23	27	90	13	36	49	23	19	8	3	21	 
3506410	1st Half	0	Presbyterian	7	23	0	3	5	8	19	4	6	10	2	8	1	0	6	""
3506410	1st Half	1	Duke	24	37	9	16	0	1	57	8	14	22	18	3	5	1	10	""
