game_id	section_id	player_id	player_name	player_url	position	minutes_played	field_goals_made	field_goals_attempted	three_point_field_goals	three_point_field_goals_attempted	free_throws	free_throws_attempted	points	offensive_rebounds	defensive_rebounds	total_rebounds	assists	turnovers	steals	blocks	fouls
3511391	0	1402140	Brewe, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402140	0	17	1	4	0	1	0	0	2	2	1	3	0	1	0	0	1
3511391	0	1402141	Bryson, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402141	0	33	4	11	3	8	1	2	12	2	3	5	0	0	0	0	4
3511391	0	1509766	Harmon, Zalmico	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1509766	0	35	0	3	0	2	0	0	0	0	0	0	2	2	0	0	4
3511391	0	1626793	Vincent, Gabe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1626793	0	25	5	12	1	7	1	2	12	0	2	2	1	1	1	0	4
3511391	0	1287783	Williams, Alan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1287783	0	41	9	17	0	0	11	14	29	5	11	16	4	4	0	1	4
3511391	0	1402142	Beeler, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402142	0	4	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0
3511391	0	1509764	Childress, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1509764	0	18	0	2	0	0	1	2	1	1	1	2	0	0	0	0	4
3511391	0	1287784	Green, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1287784	0	26	6	12	1	5	4	4	17	1	2	3	0	1	0	0	5
3511391	0	1626794	Smith, Dajuan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1626794	0	23	1	4	0	0	0	0	2	1	2	3	1	0	0	0	2
3511391	0	1287781	Taylor, T.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1287781	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3511391	0		TEAM		0	0	0	0	0	0	0	0	0	4	3	7	0	0	0	0	0
3511391	0		Totals		0	225	26	65	5	23	18	24	75	17	26	43	8	9	1	1	28
3511391	1	1282836	Comer, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1282836	0	37	11	14	2	4	4	9	28	0	3	3	11	3	1	0	3
3511391	1	1626853	Jones, Jamail	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1626853	0	37	5	11	1	2	3	4	14	2	9	11	3	0	1	0	0
3511391	1	1626857	Moeller, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1626857	0	16	0	3	0	1	0	1	0	0	1	1	1	1	0	0	3
3511391	1	1626855	Morant, Demetris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1626855	0	19	2	2	0	0	2	3	6	1	1	2	0	0	0	1	3
