year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	position	height	class_year	games_played	games_started
2015	12020	464	Omaha	24		Allbery, Alex		G	6-1	So	0	0
2015	12020	464	Omaha	10	1275193.0	Carter, CJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1275193.0	G	6-1	Sr	0	0
2015	12020	464	Omaha	4		Erickson, Kyler		G	6-0	Jr	0	0
2015	12020	464	Omaha	32		Meyer, Daniel		F	6-9	Fr	0	0
2015	12020	464	Omaha	11		Murry, Rylan		F	6-7	Fr	0	0
2015	12020	464	Omaha	25		Newsome, Devin		G	5-9	Fr	0	0
2015	12020	464	Omaha	3	1510527.0	Patterson, Devin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510527.0	G	5-11	Jr	0	0
2015	12020	464	Omaha	2		Reed, Randy		G	6-6	Jr	0	0
2015	12020	464	Omaha	5	1401210.0	Rostampour, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1401210.0	F	6-8	Sr	0	0
2015	12020	464	Omaha	1		Smallwood, Tim		G	6-2	Jr	0	0
2015	12020	464	Omaha	15		Thurman, Tre'Shawn		F	6-7	Fr	0	0
2015	12020	464	Omaha	23	1401212.0	Tyus, Marcus	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1401212.0	G	6-1	Jr	0	0
2015	12020	464	Omaha	43		White, Jake		F	6-8	Jr	0	0
2015	12020	193	Duke	3	1620694.0	Allen, Grayson	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620694.0	G	6-4	Fr	1	0
2015	12020	193	Duke	2	1293760.0	Cook, Quinn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1293760.0	G	6-2	Sr	1	1
2015	12020	193	Duke	21	1403100.0	Jefferson, Amile	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1403100.0	F	6-9	Jr	1	1
2015	12020	193	Duke	5	1620695.0	Jones, Tyus	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620695.0	G	6-1	Fr	1	1
2015	12020	193	Duke	13	1509811.0	Jones, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1509811.0	G	6-5	So	1	0
2015	12020	193	Duke	42	1620698.0	Kelly, Sean	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620698.0	G	6-3	Sr	1	0
2015	12020	193	Duke	30	1509812.0	Ojeleye, Semi	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1509812.0	F	6-8	So	1	0
2015	12020	193	Duke	15	1620697.0	Okafor, Jahlil	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620697.0	C	6-11	Fr	1	1
2015	12020	193	Duke	45	1509814.0	Pagliuca, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1509814.0	G	6-3	So	1	0
2015	12020	193	Duke	40	1293759.0	Plumlee, Marshall	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1293759.0	F	7-0	Jr	1	0
2015	12020	193	Duke	14	1403099.0	Sulaimon, Rasheed	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1403099.0	G	6-5	Jr	1	0
2015	12020	193	Duke	12	1620696.0	Winslow, Justise	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620696.0	F	6-6	Fr	1	1
2015	12020	352	Lehigh	42	1627381.0	Alston, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1627381.0	G	6-5	Fr	1	0
2015	12020	352	Lehigh	44	1288782.0	Baltimore, Conroy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1288782.0	F	6-6	Sr	0	0
2015	12020	352	Lehigh	4	1400261.0	Carter, Devon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1400261.0	G	6-4	Jr	1	0
2015	12020	352	Lehigh	31	1400262.0	Chuku, Jesse	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1400262.0	F	6-8	Jr	1	1
2015	12020	352	Lehigh	21	1288789.0	Cvrkalj, Stefan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1288789.0	G	6-6	Sr	1	0
2015	12020	352	Lehigh	20		Glover, John Ross		F	6-4	So	0	0
2015	12020	352	Lehigh	40	1400263.0	Goldsborough, Justin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1400263.0	F	6-8	Jr	1	0
2015	12020	352	Lehigh	11		Jenkins, Tyler		G	6-1	Fr	0	0
2015	12020	352	Lehigh	32	1519094.0	Kempton, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519094.0	C	6-10	So	1	1
2015	12020	352	Lehigh	55		McCaskill, Khalid		F	6-7	Jr	0	0
2015	12020	352	Lehigh	23	1519095.0	Pilitsis, Georgios	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519095.0	G	6-2	So	0	0
2015	12020	352	Lehigh	5	1519089.0	Price, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519089.0	G	6-4	So	1	1
2015	12020	352	Lehigh	13	1519091.0	Renninger, Cole	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519091.0	G	6-3	So	1	0
2015	12020	352	Lehigh	1	1627379.0	Ross, Kahron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1627379.0	G	5-11	Fr	1	1
2015	12020	352	Lehigh	15	1288784.0	Schaefer, Corey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1288784.0	G	6-1	Sr	1	1
2015	12020	352	Lehigh	10	1519090.0	Simelton, Miles	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519090.0	G	6-0	So	1	0
2015	12020	101	CSUN	12	1525850.0	Cid, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1525850.0	G	5-10	Sr	1	0
2015	12020	101	CSUN	04		Dawson, Tavrion		F	6-8	Fr	0	0
2015	12020	101	CSUN	05	1619971.0	Douglas, Zacarry	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1619971.0	F	6-8	Fr	2	0
2015	12020	101	CSUN	02	1403316.0	Drew, Landon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1403316.0	G	6-1	Jr	2	2
2015	12020	101	CSUN	13	1619972.0	Efferson, Ajon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1619972.0	G	6-0	Fr	2	0
2015	12020	101	CSUN	15	1619976.0	Elliott, Devonte	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1619976.0	C	6-10	Sr	2	0
2015	12020	101	CSUN	24		Faulkner, Jibreel		F	6-8	Fr	0	0
2015	12020	101	CSUN	11	1403321.0	Hale-Edmerson, Tre	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1403321.0	F	6-9	Jr	2	2
2015	12020	101	CSUN	03	1176520.0	Hicks, Stephan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1176520.0	G	6-5	Sr	2	2
2015	12020	101	CSUN	32		Johnson, Kevin		C	6-10	Jr	0	0
2015	12020	101	CSUN	21	1281639.0	Maxwell, Stephen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1281639.0	F	6-7	Sr	2	2
2015	12020	101	CSUN	33		Nolen-Webb, Miles		G	6-0	Fr	0	0
2015	12020	101	CSUN	14	1515380.0	Parks, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1515380.0	G	6-3	So	2	2
2015	12020	101	CSUN	1		Warren, Michael		G	6-4	Fr	0	0
2015	12020	101	CSUN	0	1619968.0	Webb, Taelin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1619968.0	G	6-0	Fr	2	0
2015	12020	101	CSUN	23		Wilbut, Jerron		G	6-3	Fr	0	0
2015	12020	697	Texas A&M	22		Allen, Peyton		G	6-5	Fr	0	0
2015	12020	697	Texas A&M	13		Aparicio, Juan		G	6-4	Jr	0	0
2015	12020	697	Texas A&M	2		Cahn, Derek		F	6-5	Fr	0	0
2015	12020	697	Texas A&M	21	1400410.0	Caruso, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1400410.0	G	6-5	Jr	0	0
2015	12020	697	Texas A&M	20		Collins, Chris		G	6-2	Fr	0	0
2015	12020	697	Texas A&M	25	1400409.0	Dobbins, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1400409.0	G	6-0	So	0	0
2015	12020	697	Texas A&M	15	1519034.0	Fitzgerald, Davonte	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519034.0	F	6-7	So	0	0
2015	12020	697	Texas A&M	5	1285498.0	Green, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1285498.0	G	6-5	Sr	0	0
2015	12020	697	Texas A&M	23		House, Danuel		G	6-7	Jr	0	0
2015	12020	697	Texas A&M	45	1519037.0	Johns, Dylan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519037.0	G	6-11	So	0	0
2015	12020	697	Texas A&M	0		Johnson, Avery		G	5-11	Fr	0	0
2015	12020	697	Texas A&M	12		Jones, Jalen		F	6-7	Jr	0	0
2015	12020	697	Texas A&M	4	1519032.0	Miller, Tavario	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1519032.0	F	6-7	So	0	0
2015	12020	697	Texas A&M	14	1176655.0	Roberson, Kourtney	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1176655.0	F	6-9	Sr	0	0
2015	12020	697	Texas A&M	3		Robinson, Alex		G	6-1	Fr	0	0
2015	12020	697	Texas A&M	24	1400407.0	Space, Antwan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1400407.0	F	6-8	Jr	0	0
2015	12020	697	Texas A&M	10		Trocha-Morelos, Tonny		C	6-10	Fr	0	0
2015	12020	697	Texas A&M	33		White, Ramon		G	6-2	Jr	0	0
2015	12020	629	San Francisco	10	1293724.0	Adams, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1293724.0	G	6-4	Sr	0	0
2015	12020	629	San Francisco	3	1396593.0	Christiansen, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1396593.0	F	6-9	Jr	0	0
2015	12020	629	San Francisco	0		Clemons, Montray		F	6-7	Jr	0	0
2015	12020	629	San Francisco	32	1396601.0	Derksen, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1396601.0	G	6-3	Jr	0	0
2015	12020	629	San Francisco	13		Ferrari, Frankie		G	6-0	Fr	0	0
2015	12020	629	San Francisco	22		Foster, Chase		F	6-5	Fr	0	0
2015	12020	629	San Francisco	5		Glover, Matt		G	6-5	Sr	0	0
2015	12020	629	San Francisco	1	1518185.0	Hilliard, Corey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1518185.0	G	6-1	Sr	0	0
2015	12020	629	San Francisco	11	1293722.0	Hoffmann, Gavin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1293722.0	G	6-5	Sr	0	0
2015	12020	629	San Francisco	14	1518189.0	Irby, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1518189.0	G	6-0	So	0	0
2015	12020	629	San Francisco	33		Loew, Nick		F	6-8	Fr	0	0
2015	12020	629	San Francisco	2		Ofoegbu, Uche		F	6-4	Jr	0	0
2015	12020	629	San Francisco	15	1518187.0	Pinkins, Kruize	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1518187.0	F	6-7	Sr	0	0
2015	12020	629	San Francisco	25		Robertson, Derrell		C	6-10	Sr	0	0
2015	12020	629	San Francisco	23	1396599.0	Tollefsen, Mark	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1396599.0	F	6-9	Jr	0	0
2015	12020	629	San Francisco	21		Watson, Devin		G	6-1	Fr	0	0
2015	12020	629	San Francisco	30	1518184.0	Williams, Dominique	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1518184.0	G	6-2	So	0	0
2015	12020	26172	A&M-Corpus Chris	01	1289295.0	Ali, Hameed	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1289295.0	G	6-2	Sr	0	0
2015	12020	26172	A&M-Corpus Chris	04	1620841.0	Amin, Ehab	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620841.0	G	6-3	Fr	1	0
2015	12020	26172	A&M-Corpus Chris	15		Bloom, David		G	6-4	Fr	0	0
2015	12020	26172	A&M-Corpus Chris	11	1402236.0	Currie, Jelani	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402236.0	G	6-4	Jr	1	1
2015	12020	26172	A&M-Corpus Chris	23	1510030.0	Douvier, Bryce	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510030.0	F	6-7	Jr	1	1
2015	12020	26172	A&M-Corpus Chris	34	1402237.0	Francis, Dale	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402237.0	F	6-9	Jr	1	1
2015	12020	26172	A&M-Corpus Chris	10	1289299.0	Jordan, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1289299.0	G	5-10	Sr	1	1
2015	12020	26172	A&M-Corpus Chris	31		Juricek, Viktor		F	6-11	Jr	0	0
2015	12020	26172	A&M-Corpus Chris	03	1620844.0	Kilgore, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620844.0	G	6-5	Fr	1	0
2015	12020	26172	A&M-Corpus Chris	02	1402240.0	Martinez, Cole	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402240.0	G	6-2	Jr	1	0
2015	12020	26172	A&M-Corpus Chris	00	1402242.0	Pye, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1402242.0	G	6-0	Jr	1	1
2015	12020	26172	A&M-Corpus Chris	25	1510028.0	Thomas, Rashawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510028.0	F	6-7	So	0	0
2015	12020	26172	A&M-Corpus Chris	22	1510027.0	Toney, Emmanuel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510027.0	G	6-2	So	1	0
2015	12020	26172	A&M-Corpus Chris	05	1620845.0	Traylor, T.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1620845.0	F	6-8	Jr	1	0
2015	12020	450	Mt. St. Mary's	2	1512483.0	Ashe, Byron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1512483.0	G	6-0	So	1	1
2015	12020	450	Mt. St. Mary's	34	1293578.0	Brown, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1293578.0	F	6-7	Sr	1	0
2015	12020	450	Mt. St. Mary's	50	1293576.0	Danaher, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1293576.0	C	7-0	Jr	1	1
2015	12020	450	Mt. St. Mary's	12	1512488.0	Glover, Charles	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1512488.0	G	6-1	Fr	1	0
2015	12020	450	Mt. St. Mary's	15	1412614.0	Graves, Gregory	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1412614.0	F	6-7	Jr	1	1
2015	12020	450	Mt. St. Mary's	22		Henderson, Troy		F	6-9	Fr	0	0
2015	12020	450	Mt. St. Mary's	21	1512490.0	Howard, Maalik	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1512490.0	G	6-0	So	1	0
2015	12020	450	Mt. St. Mary's	13	1624230.0	Krajina, Kristijan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1624230.0	F	6-11	Sr	1	1
2015	12020	450	Mt. St. Mary's	44		Manning, Chris		F	6-7	Fr	0	0
2015	12020	450	Mt. St. Mary's	0	1624227.0	Martin, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1624227.0	G	6-0	Jr	1	0
2015	12020	450	Mt. St. Mary's	5	1512486.0	McManimon, Liam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1512486.0	G	5-10	Jr	1	0
2015	12020	450	Mt. St. Mary's	11	1512487.0	Miller, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1512487.0	F	6-6	So	1	0
2015	12020	450	Mt. St. Mary's	4	1512485.0	Nwandu, Khalid	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1512485.0	G	6-3	So	1	0
2015	12020	450	Mt. St. Mary's	03	1624229.0	Robinson, Lamont	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1624229.0	G	5-7	Fr	1	1
2015	12020	450	Mt. St. Mary's	1	1624228.0	Sallah, Mawdo	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1624228.0	C	6-8	Fr	1	0
2015	12020	450	Mt. St. Mary's	30		Smeathers, Andrew		F	6-8	Jr	0	0
2015	12020	450	Mt. St. Mary's	35	1624233.0	Wray, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1624233.0	F	6-8	Fr	1	0
2015	12020	741	VMI	32	1399145.0	Anglade, Phillip	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1399145.0	F	6-5	Jr	2	0
2015	12020	741	VMI	21	1628652.0	Branch, Armani	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1628652.0	F	6-6	Fr	2	0
2015	12020	741	VMI	3	1290936.0	Brown, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1290936.0	G	5-11	Sr	2	2
2015	12020	741	VMI	4	1290937.0	Burton, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1290937.0	G	5-10	Sr	1	0
2015	12020	741	VMI	15	1510819.0	Chapman, Trey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510819.0	F	6-6	So	2	2
2015	12020	741	VMI	35	1510823.0	Eleby, Julian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510823.0	G	6-3	So	2	0
2015	12020	741	VMI	25	1510822.0	Hinton, Craig	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510822.0	F	6-7	So	1	0
2015	12020	741	VMI	5	1628653.0	Iruafemi, Fred	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1628653.0	F	6-5	Fr	1	0
2015	12020	741	VMI	23	1399142.0	Marshall, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1399142.0	G	6-3	Jr	2	0
2015	12020	741	VMI	99	1510820.0	Mason, Tyrell	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510820.0	G	6-3	So	0	0
2015	12020	741	VMI	22	1510821.0	Peterson, QJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510821.0	G	6-0	So	2	2
2015	12020	741	VMI	34	1290938.0	Watson, Jarid	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1290938.0	C	6-7	Sr	2	2
2015	12020	741	VMI	40	1290939.0	Weethee, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1290939.0	F	6-6	Jr	2	2
2015	12020	527	Oral Roberts	02		Anderson, Aaron		G	6-3	Jr	0	0
2015	12020	527	Oral Roberts	12		Bart, Jackson		F	6-5	Fr	0	0
2015	12020	527	Oral Roberts	24	1297599.0	Billbury, Korey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1297599.0	G	6-2	Jr	1	1
2015	12020	527	Oral Roberts	05	1397806.0	Conley, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1397806.0	F	6-5	Jr	1	1
2015	12020	527	Oral Roberts	15	1510025.0	Emegano, Obi	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510025.0	G	6-3	Jr	1	1
2015	12020	527	Oral Roberts	33	1622416.0	Harris, Darian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1622416.0	G	6-6	Fr	1	0
2015	12020	527	Oral Roberts	34	1510023.0	Henderson, Denell	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510023.0	F	6-7	Sr	1	0
2015	12020	527	Oral Roberts	23	1510022.0	Lee, Dederick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1510022.0	G	6-2	So	1	0
2015	12020	527	Oral Roberts	44	1622417.0	Owens, Albert	http://stats.ncaa.org/player?game_sport_year_ctl_id=12020&stats_player_seq=1622417.0	C	6-9	Fr	1	0
