year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles
2014	11540	115	Campbell	24	1511793	Hamer, Kyre'	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511793	Fr	G	6-3	30	0	618:00	75	175	42.86	14	58	24.14	53	82	64.63	217	7.23	20	65	85	2.83	49	47	23	3	56	 	 
2014	11540	115	Campbell	1	1511788	Moyer, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511788	So	G	6-0	29	0	443:00	56	122	45.90	44	90	48.89	19	27	70.37	175	6.03	6	28	34	1.17	33	31	6	 	36	 	 
2014	11540	115	Campbell	35	1401812	Mason, D.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1401812	So	F	6-6	20	1	407:00	82	162	50.62	16	39	41.03	35	54	64.81	215	10.75	39	63	102	5.10	23	41	10	22	55	1	 
2014	11540	115	Campbell	15	1181976	Harris, Marvelle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1181976	Sr	F	6-6	17	0	192:00	22	48	45.83	1	3	33.33	6	15	40.00	51	3.00	23	33	56	3.29	3	8	5	4	27	1	 
2014	11540	115	Campbell	3	1401807	Perrin, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1401807	So	G	5-9	5	0	8:00	1	7	14.29	 	6	0.00	4	4	100.00	6	1.20	2	1	3	0.60	 	1	 	 	4	 	 
2014	11540	115	Campbell	11	1401809	Faciane, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1401809	So	G	6-4	3	0	8:00	3	4	75.00	2	3	66.67	1	2	50.00	9	3.00	 	1	1	0.33	 	1	1	 	1	 	 
2014	11540	115	Campbell	4	1511789	Brown, Lance	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511789	So	G	5-10	3	0	6:00	 	2	""	 	1	0.00	3	4	75.00	3	1.00	 	1	1	0.33	 	 	 	 	 	 	 
2014	11540	115	Campbell	41	1293404	Kalpic, Antonio	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1293404	Sr	C	6-9	2	1	9:00	1	2	50.00	 	 	""	2	2	100.00	4	2.00	2	1	3	1.50	1	 	 	 	1	 	 
2014	11540	115	Campbell	23	1511792	Talbert, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511792	Fr	G	6-0	1	0	2:00	 	 	""	 	 	""	 	 	""	 	""	 	1	1	1.00	 	 	 	 	2	 	 
2014	11540	116	Canisius	50	1281123	Heath, Josiah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1281123	Jr	F	6-9	34	0	373:00	27	63	42.86	 	 	""	15	27	55.56	69	2.03	27	48	75	2.21	8	18	10	14	67	 	 
2014	11540	116	Canisius	32	1397793	Raney, Dominique	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1397793	So	G	6-4	34	14	529:00	71	168	42.26	16	58	27.59	30	41	73.17	188	5.53	14	32	46	1.35	21	27	18	5	39	 	 
2014	11540	116	Canisius	22	1397792	Valenti, Phil	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1397792	Fr	F	6-7	34	4	624:00	66	130	50.77	6	25	24.00	33	47	70.21	171	5.03	56	75	131	3.85	31	41	19	9	70	 	 
2014	11540	116	Canisius	12	1397791	Baron, Billy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1397791	Sr	G	6-2	34	34	1325:00	247	532	46.43	107	254	42.13	220	249	88.35	821	24.15	17	149	166	4.88	180	101	56	1	38	3	 
2014	11540	116	Canisius	23	1507449	Perez, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1507449	Sr	G	6-3	34	34	1192:00	161	364	44.23	26	71	36.62	92	131	70.23	440	12.94	37	58	95	2.79	58	72	26	1	79	 	 
2014	11540	116	Canisius	35	1281121	Heath, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1281121	Sr	F	6-10	34	34	940:00	134	251	53.39	45	109	41.28	43	88	48.86	356	10.47	59	129	188	5.53	30	34	35	72	107	2	 
2014	11540	116	Canisius	1	1507444	Lewis, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1507444	Fr	G	6-3	32	19	913:00	101	253	39.92	63	162	38.89	38	51	74.51	303	9.47	20	50	70	2.19	52	26	44	11	56	 	 
2014	11540	116	Canisius	13	1175482	Manhertz, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1175482	Sr	F	6-6	31	31	746:00	87	178	48.88	 	1	0.00	86	118	72.88	260	8.39	87	128	215	6.94	24	44	16	14	102	5	 
2014	11540	116	Canisius	14	1281118	Bleeker, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1281118	So	C	6-10	17	0	109:00	6	15	40.00	3	8	37.50	3	5	60.00	18	1.06	5	16	21	1.24	4	8	3	1	20	 	 
2014	11540	116	Canisius	4	1507446	Williams, Jeremiah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1507446	Jr	G	5-11	17	0	199:00	13	35	37.14	5	14	35.71	4	5	80.00	35	2.06	4	9	13	0.76	17	18	6	2	34	 	 
2014	11540	1004	Central Ark.	30	1516059	Rice, Dashaun	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516059	Fr	G	6-0	29	14	476:00	37	108	34.26	18	58	31.03	29	40	72.50	121	4.17	19	37	56	1.93	44	28	18	3	44	 	 
2014	11540	1004	Central Ark.	00	1516058	Lee, Ethan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516058	Fr	F	6-7	29	8	463:00	45	97	46.39	 	5	0.00	36	64	56.25	126	4.34	37	39	76	2.62	5	14	10	10	84	 	 
2014	11540	1004	Central Ark.	10	1516055	Glasco, Phabien	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516055	Fr	F	6-7	29	25	608:00	64	111	57.66	 	1	0.00	24	53	45.28	152	5.24	44	66	110	3.79	20	21	17	56	73	 	 
2014	11540	1004	Central Ark.	13	1293943	Brown, Lenell	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1293943	Jr	G	5-11	29	1	401:00	40	109	36.70	21	68	30.88	13	26	50.00	114	3.93	6	28	34	1.17	28	36	12	4	35	 	 
2014	11540	1004	Central Ark.	35	1413702	Berete, Daouda	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1413702	So	G	6-4	29	18	586:00	38	116	32.76	8	25	32.00	48	66	72.73	132	4.55	17	83	100	3.45	37	47	36	6	89	 	 
2014	11540	1004	Central Ark.	01	1413699	McClure, Deshone	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1413699	Sr	G	6-3	29	25	848:00	143	314	45.54	51	138	36.96	42	80	52.50	379	13.07	22	37	59	2.03	64	52	41	18	56	 	 
2014	11540	1004	Central Ark.	03	1516053	Ball, Aubrey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516053	Jr	G	6-3	28	2	347:00	48	127	37.80	33	79	41.77	23	34	67.65	152	5.43	5	29	34	1.21	19	18	9	 	20	 	 
2014	11540	1004	Central Ark.	04	1516056	Jackson, Jalen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516056	Fr	F	6-6	25	12	516:00	90	184	48.91	31	65	47.69	29	50	58.00	240	9.60	22	83	105	4.20	52	48	34	12	56	 	 
2014	11540	1004	Central Ark.	02	1293944	Miles, Laquentin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1293944	Sr	G	6-5	21	19	702:00	174	356	48.88	11	35	31.43	126	209	60.29	485	23.10	48	109	157	7.48	58	84	29	9	42	4	 
2014	11540	1004	Central Ark.	32	1413703	Brown, Terrell	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1413703	So	F	6-5	20	9	354:00	54	88	61.36	 	 	""	13	20	65.00	121	6.05	38	54	92	4.60	16	23	19	13	59	3	 
2014	11540	1004	Central Ark.	24	1516061	Williamson, Chasen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516061	Fr	G	6-0	17	0	106:00	6	24	25.00	1	9	11.11	8	13	61.54	21	1.24	7	4	11	0.65	6	4	5	 	9	 	 
2014	11540	1004	Central Ark.	11	1300028	Wells, Oliver	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1300028	Jr	G	6-0	10	6	179:00	22	50	44.00	9	19	47.37	3	3	100.00	56	5.60	3	19	22	2.20	10	11	7	 	18	 	 
2014	11540	1004	Central Ark.	33	1516054	Drew, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516054	Jr	F	6-7	8	1	105:00	7	21	33.33	1	1	100.00	 	 	""	15	1.88	7	15	22	2.75	2	11	4	4	25	 	 
2014	11540	1004	Central Ark.	05	1173092	Williams, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1173092	Sr	G	6-3	6	2	90:00	13	42	30.95	7	18	38.89	6	8	75.00	39	6.50	4	6	10	1.67	6	10	4	 	13	 	 
2014	11540	1004	Central Ark.	15	1516060	Tidwell, Terry	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516060	Sr	C	6-8	5	3	61:00	4	10	40.00	 	 	""	 	 	""	8	1.60	1	5	6	1.20	1	8	2	2	7	 	 
2014	11540	1004	Central Ark.	12	1516057	Johnson, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516057	Fr	G	6-2	1	0	 	 	1	""	 	1	0.00	 	 	""	 	""	 	 	 	""	 	 	 	 	 	 	 
2014	11540	1004	Central Ark.	21	1413704	Young, Sean	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1413704	So	C	6-9	1	0	7:00	2	3	66.67	 	 	""	 	 	""	4	4.00	 	1	1	1.00	 	 	 	 	4	 	 
2014	11540	127	Central Conn. St.	21	1511812	Mobley, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511812	Fr	G	6-1	30	21	732:00	68	184	36.96	30	103	29.13	37	42	88.10	203	6.77	8	56	64	2.13	50	46	25	1	57	 	 
2014	11540	127	Central Conn. St.	34	1409068	Peel, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1409068	So	F	6-7	30	25	691:00	89	163	54.60	 	1	0.00	35	49	71.43	213	7.10	56	133	189	6.30	21	26	22	61	66	2	 
2014	11540	127	Central Conn. St.	12	1409065	Cumberlander, Khalen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1409065	So	G	6-3	30	19	706:00	79	179	44.13	20	60	33.33	17	29	58.62	195	6.50	14	41	55	1.83	50	29	22	6	49	 	 
2014	11540	127	Central Conn. St.	11	1293387	McMillan, Malcolm	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1293387	Jr	G	6-0	30	27	902:00	106	231	45.89	27	79	34.18	85	116	73.28	324	10.80	17	88	105	3.50	97	62	26	11	62	 	 
2014	11540	127	Central Conn. St.	22	1511813	Drakeford, Faronte	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511813	Jr	F	6-7	30	30	804:00	171	351	48.72	5	17	29.41	56	81	69.14	403	13.43	50	109	159	5.30	30	82	29	17	102	2	 
2014	11540	127	Central Conn. St.	33	1182374	Allen, Terrell	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1182374	Sr	F	6-6	29	1	440:00	45	126	35.71	12	48	25.00	26	41	63.41	128	4.41	31	54	85	2.93	11	22	5	22	43	 	 
2014	11540	127	Central Conn. St.	05	1182373	Speech, De'Angelo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1182373	Sr	G	6-5	28	9	468:00	35	87	40.23	16	37	43.24	18	25	72.00	104	3.71	18	56	74	2.64	34	30	21	2	49	 	 
2014	11540	127	Central Conn. St.	02	1511810	Newmen, Juwan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511810	Jr	F	6-8	28	2	338:00	38	87	43.68	 	1	0.00	31	46	67.39	107	3.82	37	52	89	3.18	4	31	10	13	53	1	 
2014	11540	127	Central Conn. St.	01	1293386	Vinales, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1293386	Jr	G	6-1	20	10	649:00	110	287	38.33	56	141	39.72	69	88	78.41	345	17.25	3	30	33	1.65	78	60	29	 	47	 	 
2014	11540	127	Central Conn. St.	25	1409066	Hunter, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1409066	Sr	G	6-5	10	7	289:00	39	92	42.39	3	14	21.43	12	21	57.14	93	9.30	19	44	63	6.30	13	26	18	13	24	 	 
2014	11540	127	Central Conn. St.	03	1409064	Hurd, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1409064	So	G	5-10	8	0	25:00	1	5	20.00	 	3	0.00	 	 	""	2	0.25	1	2	3	0.38	3	4	 	 	4	 	 
2014	11540	127	Central Conn. St.	13	1409067	Andrade, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1409067	Jr	G	6-0	6	0	6:00	 	2	""	 	 	""	 	 	""	 	""	 	 	 	""	 	 	 	 	1	 	 
2014	11540	129	Central Mich.	4	1516565	Simmons, Rayshawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516565	So	G	6-4	32	0	690:00	46	115	40.00	9	21	42.86	45	62	72.58	146	4.56	48	49	97	3.03	69	41	24	1	76	 	 
2014	11540	129	Central Mich.	0	1516563	Rayson, Braylon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516563	Fr	G	5-9	32	18	743:00	121	297	40.74	42	149	28.19	58	88	65.91	342	10.69	16	65	81	2.53	43	55	34	1	66	 	 
2014	11540	129	Central Mich.	10	1404976	Stewart, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404976	So	G	6-6	32	32	697:00	80	152	52.63	9	27	33.33	56	70	80.00	225	7.03	50	77	127	3.97	21	45	44	2	65	1	 
2014	11540	129	Central Mich.	34	1404974	Simons, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404974	So	F	6-8	32	32	994:00	121	263	46.01	61	161	37.89	47	64	73.44	350	10.94	52	135	187	5.84	28	26	18	8	76	3	 
2014	11540	129	Central Mich.	32	1404973	Hibbitts, Blake	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404973	So	F	6-7	32	32	983:00	95	245	38.78	69	190	36.32	37	50	74.00	296	9.25	36	78	114	3.56	14	31	13	11	66	 	 
2014	11540	129	Central Mich.	15	1404972	Fowler, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404972	So	G	6-1	32	32	1058:00	186	381	48.82	27	73	36.99	149	217	68.66	548	17.12	19	80	99	3.09	166	92	62	1	97	1	 
2014	11540	129	Central Mich.	30	1289487	Keel, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1289487	Jr	G	6-3	32	14	549:00	73	177	41.24	19	82	23.17	41	52	78.85	206	6.44	19	43	62	1.94	21	23	21	1	30	 	 
2014	11540	129	Central Mich.	03	1404969	Richardson Jr., Derrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404969	So	G	6-4	28	0	143:00	5	18	27.78	 	4	0.00	8	12	66.67	18	0.64	14	11	25	0.89	2	4	7	 	19	 	 
2014	11540	129	Central Mich.	01	1404975	Krannitz, Spencer	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404975	So	G	6-4	26	0	116:00	14	40	35.00	4	24	16.67	6	9	66.67	38	1.46	9	9	18	0.69	1	4	1	2	13	 	 
2014	11540	129	Central Mich.	41	1516564	Saylor, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516564	Sr	F	6-8	26	0	142:00	9	20	45.00	 	 	""	5	8	62.50	23	0.88	6	21	27	1.04	5	6	5	3	22	 	 
2014	11540	129	Central Mich.	35	1516560	Carlos, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516560	Fr	F	6-7	24	0	107:00	13	42	30.95	7	28	25.00	 	 	""	33	1.38	5	4	9	0.38	3	6	3	 	11	 	 
2014	11540	129	Central Mich.	02	1404968	Buckley, Deandray	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404968	Sr	G	6-4	20	0	145:00	10	22	45.45	2	7	28.57	19	30	63.33	41	2.05	10	19	29	1.45	8	2	3	4	21	 	 
2014	11540	129	Central Mich.	12	1516561	Kozinski, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516561	Fr	G	6-4	9	0	106:00	9	42	21.43	9	42	21.43	 	 	""	27	3.00	2	6	8	0.89	3	1	1	2	9	 	 
2014	11540	129	Central Mich.	5	1516562	Lowman, Sheldon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1516562	So	G	6-1	6	0	20:00	4	5	80.00	 	 	""	2	3	66.67	10	1.67	 	4	4	0.67	1	1	2	 	1	 	 
2014	11540	129	Central Mich.	20	1529201	Beachnau, Tanner	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1529201	N/A	""	-	1	0	6:00	1	1	100.00	1	1	100.00	 	 	""	3	3.00	 	2	2	2.00	 	 	 	 	1	 	 
2014	11540	48	Charleston So.	01	1511815	Saunders, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511815	Jr	F	6-7	31	5	672:00	97	235	41.28	74	183	40.44	57	74	77.03	325	10.48	37	115	152	4.90	24	34	13	7	64	1	 
2014	11540	48	Charleston So.	35	1402785	Fullah, Alhaji	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1402785	Sr	F	6-7	31	27	413:00	59	89	66.29	 	2	0.00	19	29	65.52	137	4.42	44	68	112	3.61	10	13	8	23	50	 	 
2014	11540	48	Charleston So.	24	1290202	Bowen, Cedrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1290202	Jr	F	6-5	31	3	503:00	80	130	61.54	 	2	0.00	29	50	58.00	189	6.10	46	71	117	3.77	13	17	15	17	62	1	 
2014	11540	48	Charleston So.	15	1290198	Gombwer, Paul	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1290198	Jr	F	6-6	31	27	660:00	69	153	45.10	18	49	36.73	24	35	68.57	180	5.81	74	130	204	6.58	26	35	18	2	75	3	 
2014	11540	48	Charleston So.	11	1290195	Kennedy, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1290195	Sr	G	6-3	31	31	949:00	135	265	50.94	49	98	50.00	69	76	90.79	388	12.52	7	52	59	1.90	41	43	21	4	46	 	 
2014	11540	48	Charleston So.	04	1290192	Strickland, Sheldon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1290192	Sr	G	6-0	31	13	835:00	124	305	40.66	64	158	40.51	41	54	75.93	353	11.39	11	63	74	2.39	81	42	24	 	53	 	 
2014	11540	48	Charleston So.	00	1290189	Harper, Arlon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1290189	Jr	G	6-1	29	22	773:00	118	269	43.87	37	115	32.17	92	121	76.03	365	12.59	24	80	104	3.59	65	45	47	7	76	 	 
2014	11540	48	Charleston So.	02	1402784	Bernard, Malcolm	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1402784	So	G	6-5	28	6	407:00	26	71	36.62	5	20	25.00	39	65	60.00	96	3.43	36	62	98	3.50	36	23	18	6	42	1	 
2014	11540	48	Charleston So.	05	1290193	Nimley, Saah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1290193	Jr	G	5-8	23	18	648:00	84	234	35.90	39	112	34.82	98	127	77.17	305	13.26	12	41	53	2.30	114	52	23	2	47	1	 
2014	11540	48	Charleston So.	23	1511818	Biting, Ty'Quan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511818	Fr	F	6-8	23	1	190:00	31	45	68.89	 	 	""	14	32	43.75	76	3.30	16	31	47	2.04	3	8	4	16	30	 	 
2014	11540	48	Charleston So.	12	1290196	Deter, Mitchell	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1290196	Sr	G	6-3	18	0	95:00	10	24	41.67	9	23	39.13	3	4	75.00	32	1.78	1	6	7	0.39	5	4	1	 	6	 	 
2014	11540	48	Charleston So.	21	1511817	Copeland, Bakari	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1511817	Fr	F	6-6	16	0	107:00	18	37	48.65	6	20	30.00	11	15	73.33	53	3.31	5	13	18	1.12	5	7	6	1	9	 	 
2014	11540	48	Charleston So.	33	1290204	Dorleus, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1290204	Jr	F	6-9	9	1	38:00	7	12	58.33	 	 	""	7	9	77.78	21	2.33	5	5	10	1.11	 	3	4	3	5	 	 
2014	11540	48	Charleston So.	30	1290203	Odom, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1290203	Sr	G	6-3	7	1	35:00	1	7	14.29	1	7	14.29	 	 	""	3	0.43	 	 	 	""	1	2	 	 	 	 	 
2014	11540	458	Charlotte	24	1513337	Cherry, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1513337	Sr	G	6-3	31	25	673:00	59	135	43.70	49	107	45.79	29	34	85.29	196	6.32	5	26	31	1.00	22	18	10	 	54	 	 
2014	11540	458	Charlotte	12	1293602	Thorne, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1293602	So	C	6-11	31	30	759:00	120	236	50.85	 	1	0.00	41	80	51.25	281	9.06	78	130	208	6.71	12	51	9	23	78	5	 
2014	11540	458	Charlotte	3	1513335	Lester, Shawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1513335	So	G	6-4	31	1	757:00	126	300	42.00	49	158	31.01	68	90	75.56	369	11.90	19	111	130	4.19	48	76	24	2	65	2	 
2014	11540	458	Charlotte	14	1293605	Williams, Terrence	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1293605	Jr	G	6-4	31	31	937:00	108	288	37.50	16	57	28.07	94	130	72.31	326	10.52	29	124	153	4.94	72	73	31	6	76	 	 
2014	11540	458	Charlotte	30	1513339	Bryan, Marcus	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1513339	Fr	F	6-7	31	0	384:00	45	98	45.92	 	 	""	19	29	65.52	109	3.52	27	50	77	2.48	14	26	6	4	37	 	 
2014	11540	458	Charlotte	21	1402386	Clayton, Willie	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1402386	So	F	6-9	31	30	914:00	127	214	59.35	 	 	""	82	166	49.40	336	10.84	118	157	275	8.87	24	69	25	18	109	11	 
2014	11540	458	Charlotte	15	1293606	Henry, Pierria	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1293606	Jr	G	6-4	30	28	1013:00	124	303	40.92	31	98	31.63	91	129	70.54	370	12.33	41	112	153	5.10	175	99	64	22	87	 	 
2014	11540	458	Charlotte	10	1402385	Ingram, Denzel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1402385	So	G	6-0	28	10	756:00	79	183	43.17	41	93	44.09	27	39	69.23	226	8.07	11	49	60	2.14	52	36	19	2	54	 	 
2014	11540	458	Charlotte	20	1513336	Blakley, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1513336	Fr	F	6-9	15	0	47:00	 	11	""	 	7	0.00	2	2	100.00	2	0.13	2	5	7	0.47	1	2	 	1	8	 	 
2014	11540	458	Charlotte	2	1513334	Wilson, Gavin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1513334	So	G	6-1	5	0	6:00	 	3	""	 	2	0.00	 	 	""	 	""	 	 	 	""	 	1	 	 	1	 	 
2014	11540	458	Charlotte	25	1513338	Aube, Reid	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1513338	Fr	F	6-6	4	0	4:00	 	 	""	 	 	""	 	 	""	 	""	1	 	1	0.25	 	 	 	 	 	 	 
2014	11540	693	Chattanooga	1	1514424	Pryor, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1514424	Fr	G	6-1	30	30	636:00	55	171	32.16	10	60	16.67	58	72	80.56	178	5.93	14	41	55	1.83	58	47	29	 	70	 	 
2014	11540	693	Chattanooga	10	1178641	Bareika, Martynas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1178641	Jr	G	6-4	30	17	588:00	89	219	40.64	51	140	36.43	53	70	75.71	282	9.40	26	56	82	2.73	19	40	16	4	52	 	 
2014	11540	693	Chattanooga	24	1404271	Jones, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404271	So	G	6-5	30	30	858:00	143	260	55.00	 	2	0.00	87	117	74.36	373	12.43	84	98	182	6.07	55	68	39	30	84	3	 
2014	11540	693	Chattanooga	15	1404273	Robertson, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404273	So	G	6-4	30	0	489:00	50	130	38.46	28	68	41.18	23	36	63.89	151	5.03	29	32	61	2.03	33	22	18	7	69	 	 
2014	11540	693	Chattanooga	12	1404272	McGhee, Gee	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404272	So	G	6-5	30	29	895:00	99	243	40.74	17	65	26.15	97	152	63.82	312	10.40	30	108	138	4.60	83	63	39	4	60	3	 
2014	11540	693	Chattanooga	3	1284849	Stokes, Lance	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1284849	Jr	F	6-6	29	15	705:00	37	74	50.00	 	 	""	41	75	54.67	115	3.97	39	69	108	3.72	18	30	23	10	67	 	 
2014	11540	693	Chattanooga	30	1284853	Mason, Z.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1284853	Sr	F	6-5	28	28	836:00	182	371	49.06	35	107	32.71	105	148	70.95	504	18.00	80	183	263	9.39	21	64	26	81	66	13	 
2014	11540	693	Chattanooga	14	1404269	Bran, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11540&stats_player_seq=1404269	So	G	6-1	23	0	259:00	29	73	39.73	17	48	35.42	3	4	75.00	78	3.39	6	13	19	0.83	7	18	10	1	24	 	 
