year	division_id	ranking_id	conference_key	conference_id	team_id	team_name
2017	1	17946	AAC	823	140	Cincinnati
2017	1	17946	AAC	823	196	East Carolina
2017	1	17946	AAC	823	288	Houston
2017	1	17946	AAC	823	404	Memphis
2017	1	17946	AAC	823	663	SMU
2017	1	17946	AAC	823	651	South Fla.
2017	1	17946	AAC	823	690	Temple
2017	1	17946	AAC	823	718	Tulane
2017	1	17946	AAC	823	719	Tulsa
2017	1	17946	AAC	823	128	UCF
2017	1	17946	AAC	823	164	UConn
2017	1	17946	ASUN	920	28755	FGCU
2017	1	17946	ASUN	920	316	Jacksonville
2017	1	17946	ASUN	920	1157	Kennesaw St.
2017	1	17946	ASUN	920	28600	Lipscomb
2017	1	17946	ASUN	920	471	NJIT
2017	1	17946	ASUN	920	2711	North Florida
2017	1	17946	ASUN	920	678	Stetson
2017	1	17946	ASUN	920	10411	USC Upstate
2017	1	17946	America East	845	14	Albany (NY)
2017	1	17946	America East	845	62	Binghamton
2017	1	17946	America East	845	272	Hartford
2017	1	17946	America East	845	380	Maine
2017	1	17946	America East	845	469	New Hampshire
2017	1	17946	America East	845	683	Stony Brook
2017	1	17946	America East	845	391	UMBC
2017	1	17946	America East	845	368	UMass Lowell
2017	1	17946	America East	845	738	Vermont
2017	1	17946	Atlantic 10	820	173	Davidson
2017	1	17946	Atlantic 10	820	175	Dayton
2017	1	17946	Atlantic 10	820	194	Duquesne
2017	1	17946	Atlantic 10	820	236	Fordham
2017	1	17946	Atlantic 10	820	248	George Mason
2017	1	17946	Atlantic 10	820	249	George Washington
2017	1	17946	Atlantic 10	820	340	La Salle
2017	1	17946	Atlantic 10	820	400	Massachusetts
2017	1	17946	Atlantic 10	820	572	Rhode Island
2017	1	17946	Atlantic 10	820	575	Richmond
2017	1	17946	Atlantic 10	820	606	Saint Joseph's
2017	1	17946	Atlantic 10	820	609	Saint Louis
2017	1	17946	Atlantic 10	820	596	St. Bonaventure
2017	1	17946	Atlantic 10	820	740	VCU
2017	1	17946	Atlantic Coast	821	67	Boston College
2017	1	17946	Atlantic Coast	821	147	Clemson
