year,team_name,team_id,opponent_name,opponent_id,game_date,team_score,opponent_score,location,neutral_site_location,game_length,attendance
2023,A&M-Corpus Christi,26172,Mississippi St.,430,11/07/2022,44,63,Away,,-,"6,254"
2023,A&M-Corpus Christi,26172,UTSA,706,11/11/2022,75,55,Home,,-,"1,400"
2023,A&M-Corpus Christi,26172,Trinity (TX),715,11/14/2022,91,73,Home,,-,"1,314"
2023,A&M-Corpus Christi,26172,UTRGV,536,11/17/2022,97,75,Home,,-,"1,493"
2023,A&M-Corpus Christi,26172,CSU Bakersfield,94,11/22/2022,63,73,Neutral,"El Paso, TX",-,"4,073"
2023,A&M-Corpus Christi,26172,Alcorn,17,11/23/2022,98,67,Neutral,"El Paso, TX",-,"3,736"
2023,A&M-Corpus Christi,26172,UTEP,704,11/25/2022,67,72,Away,,-,"4,320"
2023,A&M-Corpus Christi,26172,UTRGV,536,11/30/2022,82,89,Away,,-,865
2023,A&M-Corpus Christi,26172,Texas Lutheran,1400,12/07/2022,100,63,Home,,-,"1,218"
2023,A&M-Corpus Christi,26172,Arizona,29,12/13/2022,61,99,Away,,-,"13,854"
2023,A&M-Corpus Christi,26172,Schreiner,1355,12/16/2022,104,69,Home,,-,"1,273"
2023,A&M-Corpus Christi,26172,Oklahoma St.,521,12/20/2022,58,81,Away,,-,"6,007"
2023,A&M-Corpus Christi,26172,Our Lady of the Lake,,12/28/2022,88,74,Home,,-,771
2023,A&M-Corpus Christi,26172,Northwestern St.,508,12/31/2022,65,59,Away,,-,"1,345"
2023,A&M-Corpus Christi,26172,UIW,2743,01/04/2023,91,61,Home,,-,"1,400"
2023,A&M-Corpus Christi,26172,UIW,2743,01/07/2023,80,71,Away,,-,0
2023,A&M-Corpus Christi,26172,Southeastern La.,655,01/12/2023,82,85,Home,,1 OT,"1,319"
2023,A&M-Corpus Christi,26172,New Orleans,474,01/14/2023,97,79,Home,,-,"1,471"
2023,A&M-Corpus Christi,26172,Lamar University,346,01/19/2023,66,68,Away,,-,"1,671"
2023,A&M-Corpus Christi,26172,Houston Christian,287,01/21/2023,78,90,Away,,-,"1,000"
2023,A&M-Corpus Christi,26172,Nicholls,483,01/26/2023,96,86,Home,,-,"1,519"
2023,A&M-Corpus Christi,26172,McNeese,402,01/28/2023,83,72,Home,,-,"2,110"
2023,A&M-Corpus Christi,26172,New Orleans,474,02/02/2023,86,69,Away,,-,852
2023,A&M-Corpus Christi,26172,Southeastern La.,655,02/04/2023,83,72,Away,,-,"3,107"
2023,A&M-Corpus Christi,26172,Houston Christian,287,02/09/2023,91,68,Home,,-,"1,350"
2023,A&M-Corpus Christi,26172,Lamar University,346,02/11/2023,61,52,Home,,-,"1,644"
2023,A&M-Corpus Christi,26172,Nicholls,483,02/16/2023,78,74,Away,,-,688
2023,A&M-Corpus Christi,26172,McNeese,402,02/18/2023,77,54,Away,,-,"1,677"
2023,A&M-Corpus Christi,26172,Tex. A&M-Commerce,199,02/23/2023,80,84,Home,,-,"1,634"
2023,A&M-Corpus Christi,26172,Northwestern St.,508,02/25/2023,83,75,Home,,-,"3,037"
2023,A&M-Corpus Christi,26172,Tex. A&M-Commerce,199,03/01/2023,93,88,Away,,1 OT,631
