year	division_id	ranking_id	conference_key
2017	1	17946	AAC
2017	1	17946	ASUN
2017	1	17946	America East
2017	1	17946	Atlantic 10
2017	1	17946	Atlantic Coast
2017	1	17946	Big 12
2017	1	17946	Big East
2017	1	17946	Big Sky
2017	1	17946	Big South
2017	1	17946	Big Ten
2017	1	17946	Big West
2017	1	17946	Colonial
2017	1	17946	Conference USA
2017	1	17946	Horizon
2017	1	17946	Ivy League
2017	1	17946	Metro Atlantic
2017	1	17946	Mid-American
2017	1	17946	Mid-Eastern
2017	1	17946	Missouri Valley
2017	1	17946	Mountain West
2017	1	17946	Northeast
2017	1	17946	OVC
2017	1	17946	Pac-12
2017	1	17946	Patriot
2017	1	17946	Southeastern
2017	1	17946	Southern
2017	1	17946	Southland
2017	1	17946	Southwestern
2017	1	17946	Summit League
2017	1	17946	Sun Belt
2017	1	17946	West Coast
2017	1	17946	Western Athletic
2016	1	15547	AAC
2016	1	15547	ASUN
2016	1	15547	America East
2016	1	15547	Atlantic 10
2016	1	15547	Atlantic Coast
2016	1	15547	Big 12
2016	1	15547	Big East
2016	1	15547	Big Sky
2016	1	15547	Big South
2016	1	15547	Big Ten
2016	1	15547	Big West
2016	1	15547	Colonial
2016	1	15547	Conference USA
2016	1	15547	Horizon
2016	1	15547	Ivy League
2016	1	15547	Metro Atlantic
2016	1	15547	Mid-American
2016	1	15547	Mid-Eastern
2016	1	15547	Missouri Valley
2016	1	15547	Mountain West
2016	1	15547	Northeast
2016	1	15547	OVC
2016	1	15547	Pac-12
2016	1	15547	Patriot
2016	1	15547	Southeastern
2016	1	15547	Southern
2016	1	15547	Southland
2016	1	15547	Southwestern
2016	1	15547	Summit League
2016	1	15547	Sun Belt
2016	1	15547	West Coast
2016	1	15547	Western Athletic
2015	1	13834	AAC
2015	1	13834	ASUN
2015	1	13834	America East
2015	1	13834	Atlantic 10
2015	1	13834	Atlantic Coast
2015	1	13834	Big 12
2015	1	13834	Big East
2015	1	13834	Big Sky
2015	1	13834	Big South
2015	1	13834	Big Ten
2015	1	13834	Big West
2015	1	13834	Colonial
2015	1	13834	Conference USA
2015	1	13834	Horizon
2015	1	13834	Independent
2015	1	13834	Ivy League
2015	1	13834	Metro Atlantic
2015	1	13834	Mid-American
2015	1	13834	Mid-Eastern
2015	1	13834	Missouri Valley
2015	1	13834	Mountain West
2015	1	13834	Northeast
2015	1	13834	OVC
2015	1	13834	Pac-12
2015	1	13834	Patriot
2015	1	13834	Southeastern
2015	1	13834	Southern
2015	1	13834	Southland
2015	1	13834	Southwestern
2015	1	13834	Summit League
2015	1	13834	Sun Belt
2015	1	13834	West Coast
2015	1	13834	Western Athletic
2014	1	15553	AAC
2014	1	15553	ASUN
2014	1	15553	America East
2014	1	15553	Atlantic 10
2014	1	15553	Atlantic Coast
2014	1	15553	Big 12
2014	1	15553	Big East
2014	1	15553	Big Sky
2014	1	15553	Big South
2014	1	15553	Big Ten
2014	1	15553	Big West
2014	1	15553	Colonial
2014	1	15553	Conference USA
2014	1	15553	Horizon
2014	1	15553	Independent
2014	1	15553	Ivy League
2014	1	15553	Metro Atlantic
2014	1	15553	Mid-American
2014	1	15553	Mid-Eastern
2014	1	15553	Missouri Valley
2014	1	15553	Mountain West
2014	1	15553	Northeast
2014	1	15553	OVC
2014	1	15553	Pac-12
2014	1	15553	Patriot
2014	1	15553	Southeastern
2014	1	15553	Southern
2014	1	15553	Southland
2014	1	15553	Southwestern
2014	1	15553	Summit League
2014	1	15553	Sun Belt
2014	1	15553	West Coast
2014	1	15553	Western Athletic
2013	1	15552	AAC
2013	1	15552	ASUN
2013	1	15552	America East
2013	1	15552	Atlantic 10
2013	1	15552	Atlantic Coast
2013	1	15552	Big 12
2013	1	15552	Big Sky
2013	1	15552	Big South
2013	1	15552	Big Ten
2013	1	15552	Big West
2013	1	15552	Colonial
2013	1	15552	Conference USA
2013	1	15552	GWC
2013	1	15552	Horizon
2013	1	15552	Independent
2013	1	15552	Ivy League
2013	1	15552	Metro Atlantic
2013	1	15552	Mid-American
2013	1	15552	Mid-Eastern
2013	1	15552	Missouri Valley
2013	1	15552	Mountain West
2013	1	15552	Northeast
2013	1	15552	OVC
2013	1	15552	Pac-12
2013	1	15552	Patriot
2013	1	15552	Southeastern
2013	1	15552	Southern
2013	1	15552	Southland
2013	1	15552	Southwestern
2013	1	15552	Summit League
2013	1	15552	Sun Belt
2013	1	15552	West Coast
2013	1	15552	Western Athletic
2012	1	8653	AAC
2012	1	8653	ASUN
2012	1	8653	America East
2012	1	8653	Atlantic 10
2012	1	8653	Atlantic Coast
2012	1	8653	Big 12
2012	1	8653	Big Sky
2012	1	8653	Big South
2012	1	8653	Big Ten
2012	1	8653	Big West
2012	1	8653	Colonial
2012	1	8653	Conference USA
2012	1	8653	GWC
2012	1	8653	Horizon
2012	1	8653	Independent
2012	1	8653	Ivy League
2012	1	8653	Metro Atlantic
2012	1	8653	Mid-American
2012	1	8653	Mid-Eastern
2012	1	8653	Missouri Valley
2012	1	8653	Mountain West
2012	1	8653	Northeast
2012	1	8653	OVC
2012	1	8653	Pac-12
2012	1	8653	Patriot
2012	1	8653	Southeastern
2012	1	8653	Southern
2012	1	8653	Southland
2012	1	8653	Southwestern
2012	1	8653	Summit League
2012	1	8653	Sun Belt
2012	1	8653	West Coast
2012	1	8653	Western Athletic
2011	1	7812	AAC
2011	1	7812	ASUN
2011	1	7812	America East
2011	1	7812	Atlantic 10
2011	1	7812	Atlantic Coast
2011	1	7812	Big 12
2011	1	7812	Big Sky
2011	1	7812	Big South
2011	1	7812	Big Ten
2011	1	7812	Big West
2011	1	7812	Colonial
2011	1	7812	Conference USA
2011	1	7812	Horizon
2011	1	7812	Independent
2011	1	7812	Ivy League
2011	1	7812	Metro Atlantic
2011	1	7812	Mid-American
2011	1	7812	Mid-Eastern
2011	1	7812	Missouri Valley
2011	1	7812	Mountain West
2011	1	7812	Northeast
2011	1	7812	OVC
2011	1	7812	Pac-12
2011	1	7812	Patriot
2011	1	7812	Southeastern
2011	1	7812	Southern
2011	1	7812	Southland
2011	1	7812	Southwestern
2011	1	7812	Summit League
2011	1	7812	Sun Belt
2011	1	7812	West Coast
2011	1	7812	Western Athletic
2010	1	7207	AAC
2010	1	7207	ASUN
2010	1	7207	America East
2010	1	7207	Atlantic 10
2010	1	7207	Atlantic Coast
2010	1	7207	Big 12
2010	1	7207	Big Sky
2010	1	7207	Big South
2010	1	7207	Big Ten
2010	1	7207	Big West
2010	1	7207	Colonial
2010	1	7207	Conference USA
2010	1	7207	Horizon
2010	1	7207	Independent
2010	1	7207	Ivy League
2010	1	7207	Metro Atlantic
2010	1	7207	Mid-American
2010	1	7207	Mid-Eastern
2010	1	7207	Missouri Valley
2010	1	7207	Mountain West
2010	1	7207	Northeast
2010	1	7207	OVC
2010	1	7207	Pac-12
2010	1	7207	Patriot
2010	1	7207	Southeastern
2010	1	7207	Southern
2010	1	7207	Southland
2010	1	7207	Southwestern
2010	1	7207	Summit League
2010	1	7207	Sun Belt
2010	1	7207	West Coast
2010	1	7207	Western Athletic
2009	1	6258	AAC
2009	1	6258	ASUN
2009	1	6258	America East
2009	1	6258	Atlantic 10
2009	1	6258	Atlantic Coast
2009	1	6258	Big 12
2009	1	6258	Big Sky
2009	1	6258	Big South
2009	1	6258	Big Ten
2009	1	6258	Big West
2009	1	6258	Colonial
2009	1	6258	Conference USA
2009	1	6258	Horizon
2009	1	6258	Ivy League
2009	1	6258	Metro Atlantic
2009	1	6258	Mid-American
2009	1	6258	Mid-Eastern
2009	1	6258	Missouri Valley
2009	1	6258	Mountain West
2009	1	6258	Northeast
2009	1	6258	OVC
2009	1	6258	Pac-12
2009	1	6258	Patriot
2009	1	6258	Southeastern
2009	1	6258	Southern
2009	1	6258	Southland
2009	1	6258	Southwestern
2009	1	6258	Summit League
2009	1	6258	Sun Belt
2009	1	6258	West Coast
2009	1	6258	Western Athletic
2008	1	5743	AAC
2008	1	5743	ASUN
2008	1	5743	America East
2008	1	5743	Atlantic 10
2008	1	5743	Atlantic Coast
2008	1	5743	Big 12
2008	1	5743	Big Sky
2008	1	5743	Big South
2008	1	5743	Big Ten
2008	1	5743	Big West
2008	1	5743	Colonial
2008	1	5743	Conference USA
2008	1	5743	Horizon
2008	1	5743	Ivy League
2008	1	5743	Metro Atlantic
2008	1	5743	Mid-American
2008	1	5743	Mid-Eastern
2008	1	5743	Missouri Valley
2008	1	5743	Mountain West
2008	1	5743	Northeast
2008	1	5743	OVC
2008	1	5743	Pac-12
2008	1	5743	Patriot
2008	1	5743	Southeastern
2008	1	5743	Southern
2008	1	5743	Southland
2008	1	5743	Southwestern
2008	1	5743	Summit League
2008	1	5743	Sun Belt
2008	1	5743	West Coast
2008	1	5743	Western Athletic
2007	1	3547	AAC
2007	1	3547	ASUN
2007	1	3547	America East
2007	1	3547	Atlantic 10
2007	1	3547	Atlantic Coast
2007	1	3547	Big 12
2007	1	3547	Big Sky
2007	1	3547	Big South
2007	1	3547	Big Ten
2007	1	3547	Big West
2007	1	3547	Colonial
2007	1	3547	Conference USA
2007	1	3547	Horizon
2007	1	3547	Ivy League
2007	1	3547	Metro Atlantic
2007	1	3547	Mid-American
2007	1	3547	Mid-Eastern
2007	1	3547	Missouri Valley
2007	1	3547	Mountain West
2007	1	3547	Northeast
2007	1	3547	OVC
2007	1	3547	Pac-12
2007	1	3547	Patriot
2007	1	3547	Southeastern
2007	1	3547	Southern
2007	1	3547	Southland
2007	1	3547	Southwestern
2007	1	3547	Summit League
2007	1	3547	Sun Belt
2007	1	3547	West Coast
2007	1	3547	Western Athletic
2006	1	3564	AAC
2006	1	3564	ASUN
2006	1	3564	America East
2006	1	3564	Atlantic 10
2006	1	3564	Atlantic Coast
2006	1	3564	Big 12
2006	1	3564	Big Sky
2006	1	3564	Big South
2006	1	3564	Big Ten
2006	1	3564	Big West
2006	1	3564	Colonial
2006	1	3564	Conference USA
2006	1	3564	Horizon
2006	1	3564	Ivy League
2006	1	3564	Metro Atlantic
2006	1	3564	Mid-American
2006	1	3564	Mid-Eastern
2006	1	3564	Missouri Valley
2006	1	3564	Mountain West
2006	1	3564	Northeast
2006	1	3564	OVC
2006	1	3564	Pac-12
2006	1	3564	Patriot
2006	1	3564	Southeastern
2006	1	3564	Southern
2006	1	3564	Southland
2006	1	3564	Southwestern
2006	1	3564	Summit League
2006	1	3564	Sun Belt
2006	1	3564	West Coast
2006	1	3564	Western Athletic
2005	1	3580	AAC
2005	1	3580	ASUN
2005	1	3580	America East
2005	1	3580	Atlantic 10
2005	1	3580	Atlantic Coast
2005	1	3580	Big 12
2005	1	3580	Big Sky
2005	1	3580	Big South
2005	1	3580	Big Ten
2005	1	3580	Big West
2005	1	3580	Colonial
2005	1	3580	Conference USA
2005	1	3580	Horizon
2005	1	3580	Independent
2005	1	3580	Ivy League
2005	1	3580	Metro Atlantic
2005	1	3580	Mid-American
2005	1	3580	Mid-Eastern
2005	1	3580	Missouri Valley
2005	1	3580	Mountain West
2005	1	3580	Northeast
2005	1	3580	OVC
2005	1	3580	Pac-12
2005	1	3580	Patriot
2005	1	3580	Southeastern
2005	1	3580	Southern
2005	1	3580	Southland
2005	1	3580	Southwestern
2005	1	3580	Summit League
2005	1	3580	Sun Belt
2005	1	3580	West Coast
2005	1	3580	Western Athletic
2004	1	3597	AAC
2004	1	3597	ASUN
2004	1	3597	America East
2004	1	3597	Atlantic 10
2004	1	3597	Atlantic Coast
2004	1	3597	Big 12
2004	1	3597	Big Sky
2004	1	3597	Big South
2004	1	3597	Big Ten
2004	1	3597	Big West
2004	1	3597	Colonial
2004	1	3597	Conference USA
2004	1	3597	Horizon
2004	1	3597	Independent
2004	1	3597	Ivy League
2004	1	3597	Metro Atlantic
2004	1	3597	Mid-American
2004	1	3597	Mid-Eastern
2004	1	3597	Missouri Valley
2004	1	3597	Mountain West
2004	1	3597	Northeast
2004	1	3597	OVC
2004	1	3597	Pac-12
2004	1	3597	Patriot
2004	1	3597	Southeastern
2004	1	3597	Southern
2004	1	3597	Southland
2004	1	3597	Southwestern
2004	1	3597	Summit League
2004	1	3597	Sun Belt
2004	1	3597	West Coast
2004	1	3597	Western Athletic
2003	1	3613	AAC
2003	1	3613	ASUN
2003	1	3613	America East
2003	1	3613	Atlantic 10
2003	1	3613	Atlantic Coast
2003	1	3613	Big 12
2003	1	3613	Big Sky
2003	1	3613	Big South
2003	1	3613	Big Ten
2003	1	3613	Big West
2003	1	3613	Colonial
2003	1	3613	Conference USA
2003	1	3613	Horizon
2003	1	3613	Ivy League
2003	1	3613	Metro Atlantic
2003	1	3613	Mid-American
2003	1	3613	Mid-Eastern
2003	1	3613	Missouri Valley
2003	1	3613	Mountain West
2003	1	3613	Northeast
2003	1	3613	OVC
2003	1	3613	Pac-12
2003	1	3613	Patriot
2003	1	3613	Southeastern
2003	1	3613	Southern
2003	1	3613	Southland
2003	1	3613	Southwestern
2003	1	3613	Summit League
2003	1	3613	Sun Belt
2003	1	3613	West Coast
2003	1	3613	Western Athletic
2002	1	3626	AAC
2002	1	3626	ASUN
2002	1	3626	America East
2002	1	3626	Atlantic 10
2002	1	3626	Atlantic Coast
2002	1	3626	Big 12
2002	1	3626	Big Sky
2002	1	3626	Big South
2002	1	3626	Big Ten
2002	1	3626	Big West
2002	1	3626	Colonial
2002	1	3626	Conference USA
2002	1	3626	Horizon
2002	1	3626	Ivy League
2002	1	3626	Metro Atlantic
2002	1	3626	Mid-American
2002	1	3626	Mid-Eastern
2002	1	3626	Missouri Valley
2002	1	3626	Mountain West
2002	1	3626	Northeast
2002	1	3626	OVC
2002	1	3626	Pac-12
2002	1	3626	Patriot
2002	1	3626	Southeastern
2002	1	3626	Southern
2002	1	3626	Southland
2002	1	3626	Southwestern
2002	1	3626	Summit League
2002	1	3626	Sun Belt
2002	1	3626	West Coast
2002	1	3626	Western Athletic
2017	2	17944	CACC
2017	2	17944	CCAA
2017	2	17944	CIAA
2017	2	17944	Conference Carolinas
2017	2	17944	DII Independent
2017	2	17944	ECC
2017	2	17944	G-MAC
2017	2	17944	GAC
2017	2	17944	GLIAC
2017	2	17944	GLVC
2017	2	17944	Great Northwest
2017	2	17944	Gulf South
2017	2	17944	Heartland
2017	2	17944	Lone Star
2017	2	17944	MEC
2017	2	17944	MIAA
2017	2	17944	Northeast-10
2017	2	17944	Northern Sun
2017	2	17944	PSAC
2017	2	17944	Pacific West
2017	2	17944	Peach Belt
2017	2	17944	RMAC
2017	2	17944	SIAC
2017	2	17944	South Atlantic
2017	2	17944	Sunshine State
2016	2	14984	CACC
2016	2	14984	CCAA
2016	2	14984	CIAA
2016	2	14984	Conference Carolinas
2016	2	14984	DII Independent
2016	2	14984	ECC
2016	2	14984	G-MAC
2016	2	14984	GAC
2016	2	14984	GLIAC
2016	2	14984	GLVC
2016	2	14984	Great Northwest
2016	2	14984	Gulf South
2016	2	14984	Heartland
2016	2	14984	Lone Star
2016	2	14984	MEC
2016	2	14984	MIAA
2016	2	14984	Northeast-10
2016	2	14984	Northern Sun
2016	2	14984	PSAC
2016	2	14984	Pacific West
2016	2	14984	Peach Belt
2016	2	14984	RMAC
2016	2	14984	SIAC
2016	2	14984	South Atlantic
2016	2	14984	Sunshine State
2015	2	12759	CACC
2015	2	12759	CCAA
